3000 4500
1880 2029 1
1880 2788 1
1880 1823 1
2029 520 1
2029 1079 1
452 799 1
452 1586 1
452 1464 1
799 1817 1
799 1782 1
211 2376 1
211 1057 1
35 2762 1
35 1262 1
35 2824 1
2762 580 1
2762 1888 1
1843 2227 1
1843 627 1
1843 2126 1
2227 1145 1
2227 2522 1
1252 2051 1
1252 1995 1
1252 2199 1
2051 686 1
2051 1949 1
934 2150 1
934 414 1
2150 2137 1
2150 2347 1
407 1730 1
407 61 1
407 756 1
1730 2032 1
1730 834 1
545 1106 1
545 638 1
545 1886 1
1106 1408 1
1210 2054 1
1210 2355 1
1210 1936 1
2054 2062 1
2054 2087 1
227 1391 1
227 1645 1
227 58 1
1391 846 1
1391 2936 1
995 1837 1
995 663 1
995 1779 1
1837 1739 1
1837 301 1
500 2303 1
500 1554 1
500 2255 1
2303 2742 1
2303 1610 1
1579 1628 1
1579 1899 1
1579 86 1
1628 2640 1
1628 2021 1
2788 879 1
2788 1605 1
600 1981 1
600 439 1
600 587 1
1981 2615 1
1981 1537 1
524 2679 1
524 1762 1
1013 1396 1
1013 354 1
1013 1507 1
1396 894 1
1396 1067 1
535 1772 1
535 1486 1
535 859 1
1772 268 1
1772 1518 1
2366 2681 1
2366 399 1
2366 2985 1
2681 2932 1
2681 795 1
584 990 1
584 1520 1
584 1487 1
990 331 1
990 1854 1
471 933 1
471 562 1
471 2099 1
933 1198 1
933 1211 1
631 922 1
631 1139 1
631 626 1
922 1307 1
922 2576 1
376 2093 1
376 1588 1
2093 433 1
2093 1072 1
1734 2441 1
1734 912 1
1734 2154 1
2441 1780 1
2441 1497 1
317 1549 1
317 2676 1
317 693 1
1549 2474 1
1549 1588 1
1750 2943 1
1750 670 1
1750 1879 1
2943 520 1
2943 2774 1
1885 2759 1
1885 1209 1
1885 696 1
2759 278 1
2759 1017 1
1226 1625 1
1226 2091 1
1226 396 1
1625 1357 1
1625 71 1
1453 2836 1
1453 2265 1
1453 1434 1
2836 1271 1
2836 296 1
2166 2363 1
2166 2477 1
2363 2299 1
2363 2611 1
298 1801 1
298 1404 1
298 733 1
1801 2517 1
1801 2042 1
1861 2810 1
1861 292 1
1861 374 1
2810 845 1
2810 2400 1
46 1171 1
46 2905 1
46 1113 1
1171 289 1
1171 2026 1
409 994 1
409 960 1
409 436 1
994 2258 1
994 597 1
2276 2909 1
2276 2922 1
2276 2157 1
2909 2008 1
2909 2011 1
550 2919 1
550 886 1
550 964 1
2919 1181 1
2919 1523 1
602 980 1
602 562 1
602 2716 1
980 2193 1
980 157 1
1766 2658 1
1766 185 1
2658 523 1
2658 2959 1
132 1997 1
132 160 1
132 774 1
1997 2332 1
1997 742 1
1307 1964 1
1307 1041 1
1964 124 1
768 1012 1
768 764 1
768 2307 1
1012 1541 1
1012 1785 1
1823 1742 1
1160 2848 1
1160 2189 1
1160 2382 1
2848 1338 1
2848 930 1
180 2419 1
180 2467 1
180 366 1
2419 1993 1
2419 59 1
1278 711 1
1911 2149 1
1911 1354 1
1582 2577 1
1582 140 1
1582 1593 1
2577 2632 1
2577 1470 1
278 510 1
278 609 1
510 315 1
510 2316 1
11 395 1
11 182 1
395 2584 1
395 2698 1
918 2268 1
918 2340 1
918 1095 1
2268 2205 1
2268 2472 1
849 1531 1
849 2881 1
849 1480 1
1531 2359 1
1531 1934 1
1998 2226 1
1998 898 1
1998 1498 1
2226 2704 1
2226 2081 1
1268 1743 1
1268 1613 1
1268 2452 1
1743 2891 1
1743 2495 1
663 724 1
663 2880 1
1469 2407 1
1469 2496 1
1469 1908 1
2407 965 1
531 2124 1
531 2450 1
2124 1030 1
2124 1368 1
519 1741 1
519 1195 1
1741 80 1
1741 215 1
2659 2911 1
2659 2206 1
2659 1243 1
2911 1601 1
2911 788 1
1853 2927 1
1853 291 1
1853 1704 1
2927 108 1
2927 501 1
1130 1400 1
1130 1975 1
1130 72 1
1400 2711 1
1400 463 1
1532 2841 1
1532 716 1
1532 1480 1
2841 2301 1
2841 363 1
61 926 1
61 1191 1
926 1557 1
926 2332 1
167 1847 1
167 2558 1
167 1527 1
1847 1514 1
1847 2464 1
1918 2010 1
1918 2916 1
1918 1972 1
2010 870 1
2010 1842 1
2083 2306 1
2083 1723 1
2083 1521 1
2306 1814 1
2306 1428 1
915 923 1
915 2404 1
915 2932 1
923 2709 1
2602 2642 1
2602 1048 1
2602 2735 1
2642 598 1
2642 400 1
1191 2752 1
1191 2333 1
1051 1341 1
1051 1247 1
1341 2322 1
1341 2445 1
812 830 1
812 1305 1
812 2280 1
830 439 1
830 942 1
896 2221 1
896 604 1
896 632 1
2221 1621 1
2221 2319 1
1448 1831 1
1448 33 1
1448 1172 1
1831 2154 1
1831 828 1
1356 1568 1
1356 2544 1
1356 47 1
1568 2432 1
1568 277 1
1125 2538 1
1125 2134 1
567 999 1
567 1862 1
567 1200 1
999 959 1
999 2682 1
3 1860 1
3 838 1
3 265 1
1860 1228 1
1860 494 1
1133 2579 1
1133 1550 1
1133 65 1
2579 1029 1
1354 1644 1
1354 1571 1
1644 2672 1
1644 748 1
289 410 1
289 2369 1
1696 2427 1
1696 487 1
1696 1436 1
2427 1781 1
2427 50 1
1569 2615 1
1569 2940 1
1569 949 1
2615 480 1
50 2695 1
50 689 1
2695 392 1
2695 920 1
1875 2807 1
1875 1395 1
1875 1759 1
2807 1281 1
2807 2882 1
1558 1968 1
1558 107 1
1558 2216 1
1968 507 1
1968 105 1
1919 2993 1
1919 2629 1
1919 2560 1
2993 1589 1
2993 2386 1
1539 1689 1
1539 1120 1
1539 1597 1
1689 80 1
1689 552 1
561 1370 1
561 1924 1
561 1461 1
1370 1003 1
1370 805 1
108 1882 1
108 2913 1
1882 2967 1
1882 821 1
10 2250 1
10 2216 1
10 2690 1
2250 564 1
2250 2779 1
316 370 1
316 284 1
316 1159 1
370 540 1
370 2219 1
2359 882 1
2359 1665 1
1304 2317 1
1304 986 1
1304 1081 1
2317 625 1
2317 880 1
194 1576 1
194 735 1
194 2081 1
1576 780 1
1576 2020 1
1659 2136 1
1659 1649 1
1659 1691 1
2136 1502 1
1417 1965 1
1417 1857 1
1417 2702 1
1965 1566 1
1965 616 1
1424 2907 1
1424 2041 1
2907 2066 1
2907 1503 1
457 903 1
457 2780 1
457 2156 1
903 19 1
903 860 1
41 1828 1
41 937 1
41 2230 1
1828 1809 1
1828 1870 1
534 1352 1
534 943 1
534 575 1
1352 485 1
1352 195 1
350 777 1
350 2949 1
350 1475 1
777 1571 1
777 969 1
798 1053 1
798 548 1
798 1172 1
1053 2737 1
1053 2996 1
1346 2170 1
1346 511 1
1346 397 1
2170 156 1
130 2653 1
130 26 1
2222 2478 1
2222 1605 1
2478 380 1
2478 2148 1
943 186 1
943 1638 1
744 2510 1
744 126 1
744 1196 1
2510 856 1
2510 2730 1
174 1454 1
174 2128 1
174 2249 1
1454 427 1
1454 259 1
2967 1838 1
2967 137 1
1251 2835 1
1251 1264 1
1251 67 1
2835 624 1
2835 622 1
2318 2860 1
2318 95 1
2318 2928 1
2860 2897 1
2860 2842 1
2128 665 1
2128 1135 1
209 774 1
209 1788 1
209 590 1
774 1765 1
1349 2998 1
1349 2492 1
1349 2361 1
2998 2585 1
2998 596 1
502 1176 1
502 2376 1
502 1427 1
1176 1156 1
1176 1746 1
754 2523 1
754 2019 1
754 1056 1
2523 1629 1
2523 963 1
1664 1841 1
1664 1081 1
1664 1977 1
1841 764 1
2326 2980 1
2326 703 1
2326 479 1
2980 1246 1
2980 274 1
372 1146 1
372 1111 1
372 476 1
1146 12 1
1146 1744 1
1143 2255 1
1143 2414 1
1143 736 1
2255 992 1
2135 2595 1
2135 862 1
2135 2744 1
2595 438 1
2595 416 1
228 378 1
228 769 1
228 1555 1
378 294 1
378 1934 1
1190 2187 1
1190 1101 1
1190 78 1
2187 1269 1
2187 2115 1
2380 2829 1
2380 951 1
13 1393 1
13 907 1
13 1286 1
1393 1476 1
485 2292 1
109 1855 1
109 2990 1
109 1951 1
1855 2833 1
1855 1177 1
281 1293 1
281 2640 1
281 771 1
1293 2930 1
1293 2203 1
1717 2347 1
1717 517 1
1717 863 1
2347 2754 1
397 2816 1
397 1794 1
2816 826 1
2816 1545 1
1244 1776 1
1244 1727 1
928 1778 1
928 718 1
928 188 1
1778 1374 1
1778 1173 1
546 1447 1
546 2918 1
546 139 1
1447 2666 1
1447 2832 1
796 2147 1
796 434 1
796 2736 1
2147 2453 1
2147 1720 1
700 1276 1
700 525 1
700 2178 1
1276 1825 1
1276 1467 1
266 2970 1
266 1647 1
266 1470 1
2970 1359 1
2182 2297 1
2182 836 1
2182 2203 1
2297 1351 1
2297 1900 1
2400 2785 1
2400 2771 1
2785 400 1
2785 509 1
232 2074 1
232 1072 1
232 2903 1
2074 688 1
2074 2992 1
511 654 1
511 2168 1
2249 676 1
2249 243 1
187 1285 1
187 1606 1
187 306 1
1285 1238 1
1285 619 1
203 735 1
203 715 1
203 2591 1
735 2900 1
333 1339 1
333 681 1
333 1282 1
1339 443 1
1339 2058 1
2446 2492 1
2446 861 1
2446 2388 1
2492 2167 1
2491 2643 1
2491 2842 1
2491 1068 1
2643 1833 1
2643 1184 1
2730 2925 1
2730 1457 1
2925 1419 1
2925 2766 1
1691 2739 1
1691 2584 1
2739 1206 1
2739 1018 1
662 2826 1
662 1367 1
662 2691 1
2826 1235 1
2826 1858 1
141 2337 1
141 2076 1
141 2867 1
2337 1638 1
2337 1500 1
589 627 1
589 2786 1
589 2775 1
627 1350 1
1937 2880 1
1937 273 1
1937 2536 1
2880 2872 1
1809 185 1
1809 2111 1
112 324 1
112 2399 1
112 2537 1
324 1940 1
692 719 1
692 1031 1
719 49 1
2263 2672 1
2263 2598 1
2263 2855 1
2672 2383 1
1169 2779 1
1169 2741 1
1169 43 1
2779 1483 1
1366 2390 1
1366 226 1
1366 491 1
2390 549 1
2390 2139 1
18 137 1
18 2797 1
18 2567 1
137 1678 1
1321 2239 1
1321 2890 1
1321 1023 1
2239 1478 1
2239 2702 1
1917 2938 1
1917 998 1
1917 853 1
2938 2191 1
2938 1907 1
402 2872 1
402 2391 1
402 1460 1
2872 556 1
80 840 1
1385 1765 1
1385 2296 1
1385 2159 1
1765 2273 1
684 2212 1
684 2442 1
684 1627 1
2212 671 1
2212 25 1
473 1620 1
473 462 1
473 2596 1
1620 572 1
1620 1751 1
1645 2973 1
1645 1439 1
2973 2205 1
2973 1930 1
2995 532 1
2995 107 1
2005 2233 1
2005 2281 1
2005 67 1
2233 1581 1
2233 804 1
624 2374 1
624 204 1
37 1318 1
37 2564 1
37 2551 1
1318 2905 1
1318 2663 1
2437 2793 1
2437 492 1
2437 1592 1
2793 1290 1
2793 1183 1
1982 2887 1
1982 2329 1
1982 1039 1
2887 1795 1
1335 1764 1
1335 1707 1
1335 242 1
1764 945 1
1764 219 1
296 346 1
296 2311 1
346 223 1
346 1415 1
1995 1510 1
1995 1953 1
755 2092 1
755 578 1
755 2310 1
2092 442 1
2092 2964 1
1476 2241 1
1476 2805 1
1731 2258 1
1731 2470 1
1731 1899 1
2258 772 1
1314 2235 1
1314 733 1
1314 51 1
2235 106 1
2235 1881 1
90 277 1
90 2200 1
90 469 1
277 2800 1
649 1961 1
649 1592 1
649 2302 1
1961 258 1
1961 2815 1
1277 2024 1
1277 1408 1
2024 1119 1
2024 1172 1
644 2526 1
644 848 1
644 2406 1
2526 835 1
2526 2716 1
1473 2902 1
1473 2661 1
1473 1906 1
2902 1774 1
2902 2671 1
897 2706 1
897 773 1
897 2377 1
2706 1788 1
2706 88 1
1310 2875 1
1310 2747 1
1310 973 1
2875 611 1
2875 259 1
210 873 1
210 2504 1
210 36 1
873 986 1
873 1529 1
34 1959 1
34 147 1
34 1481 1
1959 2482 1
1959 491 1
2257 2718 1
2257 302 1
2257 2512 1
2718 7 1
2718 145 1
2056 2436 1
2056 2604 1
2056 173 1
2436 2434 1
2436 336 1
1493 2322 1
1493 1796 1
1493 711 1
2322 2576 1
1751 2883 1
1751 2197 1
2883 2700 1
2883 2997 1
1127 1856 1
1127 2799 1
1127 1401 1
1856 2232 1
1856 2267 1
688 1414 1
688 252 1
1389 2530 1
1389 1857 1
1389 2349 1
2530 2463 1
2530 1504 1
2890 149 1
2890 2894 1
2019 551 1
2019 2581 1
2205 732 1
1829 2802 1
1829 2960 1
1829 2351 1
2802 1433 1
2802 689 1
1433 1147 1
1433 2708 1
801 1048 1
801 870 1
801 581 1
1048 286 1
1701 1979 1
1701 1495 1
1701 2341 1
1979 579 1
234 412 1
234 997 1
234 30 1
412 761 1
412 154 1
532 1506 1
532 1254 1
1189 2850 1
1189 153 1
1189 1303 1
2850 1206 1
2850 2832 1
1157 1735 1
1157 2897 1
1157 474 1
1735 2747 1
1735 948 1
1177 2387 1
1177 2278 1
2387 641 1
2387 136 1
1024 1062 1
1024 750 1
1024 1640 1
1062 1983 1
1062 1126 1
77 1102 1
77 2463 1
77 449 1
1102 1692 1
1102 2621 1
809 1137 1
809 1748 1
809 403 1
1137 1617 1
1137 842 1
47 1754 1
47 1567 1
1754 2547 1
1754 1436 1
592 2371 1
592 1364 1
592 1718 1
2371 2176 1
2371 2398 1
1 2312 1
1 2823 1
1 2286 1
2312 2287 1
2312 503 1
1200 2636 1
1200 843 1
2636 1334 1
2636 1005 1
293 1666 1
293 1888 1
293 1598 1
1666 1583 1
1134 1342 1
1134 1993 1
1134 2728 1
1342 1099 1
1342 2285 1
651 965 1
651 5 1
651 53 1
965 751 1
772 1929 1
772 1797 1
1929 1955 1
1929 200 1
166 1970 1
166 144 1
166 2768 1
1970 2137 1
1970 2130 1
1383 2986 1
1383 2158 1
1383 2799 1
2986 104 1
2986 657 1
1227 2818 1
1227 973 1
1227 2474 1
2818 2351 1
2818 295 1
427 2914 1
427 1084 1
2914 1368 1
2914 1397 1
1774 2987 1
1774 1296 1
2987 826 1
1140 1538 1
1140 151 1
1140 16 1
1538 2104 1
2075 2161 1
2075 261 1
2075 1099 1
2161 2444 1
2161 580 1
54 337 1
54 1434 1
54 2450 1
337 401 1
337 2439 1
1309 1459 1
1309 2034 1
1309 27 1
1459 162 1
1459 2137 1
1074 1184 1
1074 140 1
1074 2063 1
1184 916 1
978 2937 1
978 876 1
978 2692 1
2937 71 1
2937 1116 1
454 2522 1
454 1359 1
454 1018 1
2522 408 1
1279 1324 1
1279 340 1
1279 2539 1
1324 829 1
1324 2188 1
517 1904 1
517 2866 1
1904 1058 1
1904 696 1
1028 2645 1
1028 2016 1
1028 951 1
2645 2324 1
2645 1866 1
236 2708 1
236 862 1
236 2111 1
2708 1871 1
1262 1688 1
207 695 1
207 1610 1
207 2119 1
695 2760 1
695 2578 1
30 1148 1
30 1667 1
1148 463 1
1148 2373 1
710 1810 1
710 2410 1
710 665 1
1810 1796 1
1810 2792 1
523 2738 1
1571 775 1
1147 1067 1
1147 2353 1
243 2195 1
243 839 1
2195 2485 1
2195 2613 1
1110 1780 1
1110 2256 1
1110 260 1
1780 633 1
514 2280 1
514 2105 1
514 2248 1
2280 1619 1
66 2153 1
66 2665 1
66 2316 1
2153 2856 1
2153 1295 1
1535 1923 1
1535 2179 1
1535 413 1
1923 190 1
1923 914 1
272 2487 1
272 1684 1
272 264 1
2487 1690 1
2487 1612 1
970 2151 1
970 2143 1
2151 708 1
2151 563 1
555 2955 1
555 1009 1
555 826 1
2955 1890 1
2955 179 1
1283 1299 1
1283 1294 1
1283 20 1
1299 2175 1
1299 491 1
912 1243 1
912 1265 1
1243 846 1
1725 2169 1
1725 95 1
1725 441 1
2169 1059 1
2169 573 1
887 2869 1
887 218 1
36 2655 1
36 1008 1
2655 83 1
2655 1449 1
158 2501 1
158 2720 1
158 2152 1
2501 1198 1
2501 1418 1
24 2272 1
24 672 1
24 725 1
2272 486 1
2272 2408 1
2072 982 1
2072 1909 1
610 941 1
610 1294 1
610 382 1
941 1838 1
941 2945 1
1290 1603 1
1290 1218 1
1603 2242 1
1603 1595 1
369 2950 1
369 1498 1
369 241 1
2950 1622 1
2950 2396 1
2203 2467 1
2467 1665 1
1993 1629 1
1839 2685 1
1839 204 1
1839 2631 1
2685 99 1
2685 1749 1
1064 2014 1
1064 2459 1
1064 2674 1
2014 1668 1
2014 2483 1
1116 1158 1
1116 2966 1
1158 2960 1
1158 2389 1
14 1590 1
14 785 1
14 568 1
1590 2524 1
1590 704 1
2990 509 1
2990 1312 1
689 2189 1
2084 2781 1
2084 309 1
2084 2442 1
2781 1753 1
2781 245 1
721 2843 1
721 1362 1
721 1010 1
2843 595 1
2843 806 1
1080 2138 1
1080 212 1
1080 2754 1
2138 895 1
2138 459 1
125 1686 1
125 26 1
125 620 1
1686 1760 1
702 1289 1
702 446 1
702 1117 1
1289 2090 1
1289 2837 1
1499 2536 1
1499 641 1
1499 2554 1
2536 1960 1
1896 2172 1
1896 557 1
2172 706 1
2172 2521 1
2367 2840 1
2367 2121 1
2367 747 1
2840 599 1
2840 769 1
763 1793 1
763 2542 1
763 1597 1
1793 2692 1
1793 1906 1
1269 2568 1
1269 2025 1
2568 945 1
2568 2236 1
201 1681 1
201 1563 1
201 564 1
1681 594 1
1681 794 1
325 664 1
325 1602 1
325 501 1
664 2262 1
664 2627 1
1692 2113 1
1692 2771 1
2113 2620 1
2113 1746 1
854 2734 1
854 1114 1
854 2509 1
2734 1794 1
2734 2871 1
1218 1089 1
1218 819 1
789 2196 1
789 276 1
789 2669 1
2196 2403 1
2679 2563 1
2679 790 1
1360 2048 1
1360 55 1
1360 612 1
2048 2968 1
2048 1365 1
7 654 1
7 2991 1
917 1041 1
917 2314 1
1281 1138 1
1281 1104 1
1329 1423 1
1329 140 1
1329 2863 1
1423 2464 1
1423 599 1
670 993 1
670 246 1
890 2922 1
890 2508 1
890 2204 1
2922 1456 1
672 285 1
672 394 1
418 977 1
418 904 1
418 2262 1
977 2929 1
977 585 1
31 2517 1
31 208 1
31 2625 1
2517 633 1
1119 1204 1
1119 694 1
1204 1273 1
1204 563 1
1825 410 1
1825 570 1
1528 1897 1
1528 712 1
1528 2817 1
1897 1529 1
1897 1258 1
637 1838 1
637 820 1
637 2651 1
1727 2335 1
1727 883 1
2335 2253 1
2335 2002 1
2674 2969 1
2674 1165 1
2969 63 1
2969 2971 1
667 1043 1
667 957 1
667 1600 1
1043 961 1
1043 375 1
722 2965 1
722 547 1
722 22 1
2965 2012 1
2965 2597 1
1152 1514 1
1152 1498 1
1739 2983 1
1739 1732 1
2983 831 1
2983 387 1
107 971 1
971 2727 1
971 2588 1
720 1543 1
720 2724 1
720 647 1
1543 2634 1
1543 841 1
972 1944 1
972 2849 1
972 2633 1
1944 2289 1
1944 874 1
1398 2281 1
1398 2480 1
1398 2913 1
2281 513 1
131 2088 1
131 329 1
2088 2422 1
2088 1910 1
106 1915 1
106 1165 1
1915 2295 1
1915 1113 1
1217 2269 1
1217 1844 1
2269 2903 1
2269 1250 1
618 1452 1
618 2796 1
618 1978 1
1452 2503 1
1452 1443 1
1021 2065 1
1021 389 1
1021 537 1
2065 2328 1
2065 310 1
2120 2302 1
2120 1194 1
2120 1767 1
2302 2059 1
356 2206 1
356 2859 1
356 492 1
2206 518 1
2392 2910 1
2392 270 1
2392 2996 1
2910 1865 1
2910 955 1
1259 2531 1
1259 447 1
1259 419 1
2531 461 1
2531 853 1
2614 2694 1
2614 2837 1
2614 2073 1
2694 2103 1
2694 2112 1
2458 2855 1
2458 1331 1
2458 2265 1
2855 875 1
2158 810 1
2158 962 1
2949 1273 1
2949 2210 1
1198 944 1
121 2613 1
121 1879 1
785 405 1
785 39 1
313 932 1
313 2710 1
313 705 1
932 2580 1
932 334 1
98 1007 1
98 138 1
98 2426 1
1007 1456 1
1007 1833 1
1678 2600 1
1678 2334 1
2600 1347 1
598 936 1
598 2812 1
1006 2616 1
1006 2488 1
1006 2776 1
2616 925 1
2616 2308 1
1775 1895 1
1775 2293 1
1775 1562 1
1895 2360 1
1895 312 1
1386 2837 1
1386 1096 1
1386 1570 1
1601 1602 1
1601 2632 1
655 1455 1
655 2034 1
1455 877 1
1455 1674 1
2637 2942 1
2637 2424 1
2637 1642 1
2942 79 1
2942 1945 1
237 384 1
237 1170 1
237 1990 1
384 52 1
384 1308 1
668 1016 1
668 1594 1
668 2731 1
1016 2369 1
1016 249 1
931 1884 1
931 1974 1
931 728 1
1884 2102 1
1884 974 1
1212 1903 1
1212 2947 1
1903 2348 1
1903 1445 1
515 2729 1
515 1105 1
515 2452 1
2729 1816 1
2729 1542 1
1301 1337 1
1301 1869 1
1301 1996 1
1337 2160 1
1337 683 1
883 208 1
883 2438 1
2768 2512 1
1887 1957 1
1887 1073 1
1887 1142 1
1957 1685 1
1957 2667 1
2720 845 1
2720 1835 1
1771 2275 1
1771 1065 1
1771 1802 1
2275 2945 1
2275 2753 1
2079 2391 1
2079 507 1
2391 2871 1
2974 2978 1
2974 659 1
2974 2490 1
2978 1429 1
199 2114 1
199 188 1
199 2375 1
2114 1256 1
2114 1286 1
1395 629 1
1395 196 1
343 587 1
343 1525 1
343 2266 1
587 2605 1
1506 2881 1
1506 1334 1
1583 176 1
1583 1438 1
1796 2179 1
1799 2373 1
1799 2025 1
2373 1470 1
259 1985 1
1985 478 1
1985 17 1
732 2342 1
732 518 1
151 648 1
151 2963 1
1103 2935 1
1103 1902 1
1103 424 1
2935 122 1
2935 966 1
2190 2752 1
2190 252 1
2190 1466 1
2752 2804 1
301 935 1
301 2402 1
935 2188 1
935 1792 1
1670 2982 1
1670 55 1
1670 1942 1
2982 2879 1
2982 55 1
540 1560 1
540 1094 1
85 148 1
85 2784 1
85 2857 1
148 2011 1
148 1876 1
836 2469 1
836 429 1
275 2603 1
275 1958 1
275 1512 1
2603 2751 1
2603 2321 1
1429 2547 1
1429 539 1
2547 222 1
1773 2320 1
1773 64 1
1773 1402 1
2320 367 1
2320 734 1
2724 680 1
2724 1522 1
2287 658 1
2287 1319 1
2089 2822 1
2089 1203 1
2089 1042 1
2822 1648 1
2822 975 1
49 2431 1
49 279 1
2354 2896 1
2354 1090 1
2354 193 1
2896 2434 1
1055 164 1
1055 793 1
398 989 1
398 1405 1
398 2408 1
989 217 1
989 2594 1
1963 126 1
1963 1404 1
1038 1578 1
1038 2649 1
1578 1763 1
1578 827 1
1060 2420 1
1060 253 1
1060 2558 1
2420 2765 1
2420 2593 1
2542 2095 1
2542 1132 1
