3000 5996
46 1396 1
46 1463 1
46 2143 1
46 2161 1
46 2179 1
46 2709 1
46 2750 1
47 563 1
47 924 1
47 1012 1
47 1065 1
47 1197 1
47 1212 1
47 1295 1
47 1303 1
47 1584 1
47 2031 1
48 218 1
48 244 1
48 267 1
48 963 1
48 1100 1
48 1644 1
48 2554 1
49 132 1
49 341 1
49 472 1
49 512 1
49 697 1
49 705 1
49 781 1
49 833 1
49 1029 1
49 1322 1
49 1447 1
49 1493 1
49 1533 1
49 1850 1
49 1925 1
49 2090 1
49 2109 1
49 2133 1
49 2384 1
49 2756 1
50 53 1
50 55 1
50 77 1
50 96 1
50 116 1
50 126 1
50 139 1
50 154 1
50 187 1
50 197 1
50 267 1
50 278 1
50 335 1
50 336 1
50 339 1
50 365 1
50 377 1
50 391 1
50 393 1
50 403 1
50 404 1
50 408 1
50 424 1
50 586 1
50 611 1
50 639 1
50 676 1
50 708 1
50 732 1
50 756 1
50 764 1
50 813 1
50 823 1
50 1095 1
50 1115 1
50 1371 1
50 1462 1
50 1592 1
50 1619 1
50 1800 1
50 1849 1
50 1900 1
50 1942 1
50 1943 1
50 2340 1
50 2378 1
50 2383 1
50 2452 1
50 2496 1
50 2531 1
50 2563 1
50 2701 1
50 2861 1
50 2898 1
50 2910 1
51 67 1
51 73 1
51 89 1
51 146 1
51 253 1
51 396 1
51 402 1
51 590 1
51 647 1
51 673 1
51 713 1
51 749 1
51 864 1
51 988 1
51 1436 1
51 1464 1
51 1736 1
51 1812 1
51 1880 1
51 1933 1
51 1948 1
51 2202 1
51 2520 1
51 2822 1
53 64 1
53 163 1
53 422 1
53 469 1
53 560 1
53 768 1
53 1015 1
53 2179 1
53 2359 1
53 2374 1
53 2991 1
54 125 1
54 302 1
54 670 1
54 2988 1
55 120 1
55 167 1
55 442 1
55 535 1
55 734 1
55 744 1
55 864 1
55 1056 1
55 1075 1
55 1316 1
56 186 1
56 209 1
56 257 1
56 687 1
56 766 1
56 875 1
56 1003 1
56 1088 1
56 1102 1
56 1365 1
56 1506 1
56 1758 1
56 2149 1
56 2282 1
57 139 1
57 170 1
57 264 1
57 288 1
57 493 1
57 722 1
57 961 1
57 1183 1
57 1225 1
57 1384 1
57 1558 1
57 1703 1
57 1801 1
57 1820 1
57 1829 1
57 2078 1
57 2275 1
57 2749 1
58 71 1
58 86 1
58 95 1
58 147 1
58 532 1
59 228 1
59 303 1
59 1190 1
59 2530 1
60 97 1
60 446 1
60 844 1
60 2294 1
61 352 1
61 356 1
61 424 1
61 490 1
61 558 1
61 776 1
61 1222 1
61 1625 1
61 1639 1
62 67 1
62 121 1
62 133 1
62 190 1
62 239 1
62 309 1
62 334 1
62 602 1
62 707 1
62 991 1
62 1497 1
62 1619 1
62 1711 1
62 1847 1
62 2302 1
62 2506 1
62 2896 1
63 88 1
63 114 1
63 115 1
63 137 1
63 194 1
63 215 1
63 311 1
63 324 1
63 457 1
63 660 1
63 701 1
63 987 1
63 1111 1
63 1447 1
63 1481 1
63 1946 1
63 2225 1
63 2249 1
63 2354 1
63 2508 1
63 2810 1
63 2905 1
64 367 1
64 420 1
65 80 1
65 173 1
65 308 1
65 631 1
65 829 1
65 2334 1
65 2750 1
65 2764 1
65 2831 1
66 133 1
66 153 1
66 210 1
66 223 1
66 262 1
66 271 1
66 327 1
66 372 1
66 409 1
66 501 1
66 715 1
66 1059 1
66 1151 1
66 1318 1
66 1442 1
66 2012 1
66 2214 1
66 2522 1
66 2540 1
66 2604 1
66 2634 1
66 2787 1
66 2888 1
67 74 1
67 75 1
67 185 1
67 350 1
67 436 1
67 440 1
67 644 1
67 733 1
67 1189 1
67 1311 1
67 1399 1
67 1446 1
67 1515 1
67 2001 1
67 2962 1
68 108 1
68 220 1
68 824 1
68 1130 1
68 1330 1
68 1608 1
68 1756 1
68 1928 1
68 2143 1
68 2457 1
69 161 1
69 244 1
69 263 1
69 597 1
69 738 1
69 853 1
69 1073 1
69 1136 1
69 1158 1
69 1288 1
69 1398 1
69 1661 1
69 1673 1
69 1894 1
69 2717 1
70 78 1
70 90 1
70 101 1
70 102 1
70 143 1
70 163 1
70 171 1
70 182 1
70 188 1
70 245 1
70 280 1
70 344 1
70 522 1
70 617 1
70 627 1
70 702 1
70 725 1
70 884 1
70 919 1
70 976 1
70 1052 1
70 1272 1
70 1357 1
70 1437 1
70 1504 1
70 1568 1
70 1754 1
70 1797 1
70 1998 1
70 2039 1
70 2140 1
70 2248 1
70 2337 1
70 2582 1
70 2683 1
71 130 1
71 456 1
71 724 1
71 1271 1
71 1334 1
71 2930 1
71 2989 1
72 184 1
72 255 1
72 830 1
72 840 1
72 1312 1
72 2157 1
73 101 1
73 192 1
73 266 1
73 308 1
73 397 1
73 425 1
73 459 1
73 628 1
73 927 1
73 1172 1
73 1321 1
73 2479 1
75 84 1
75 174 1
75 221 1
75 494 1
75 979 1
75 1006 1
75 1178 1
75 1497 1
75 2398 1
75 2870 1
76 113 1
76 127 1
76 138 1
76 178 1
76 364 1
76 471 1
76 485 1
76 538 1
76 624 1
76 796 1
76 1266 1
76 1865 1
76 2147 1
76 2213 1
76 2270 1
76 2369 1
76 2554 1
76 2625 1
76 2740 1
77 1035 1
78 146 1
78 212 1
78 287 1
78 403 1
78 601 1
78 784 1
78 845 1
78 952 1
78 1030 1
78 1087 1
78 1428 1
78 1429 1
78 1500 1
78 1517 1
78 1528 1
78 1673 1
79 165 1
79 180 1
79 188 1
79 191 1
79 295 1
79 376 1
79 573 1
79 1028 1
79 1059 1
79 1243 1
79 1927 1
79 2035 1
79 2103 1
79 2149 1
79 2174 1
79 2372 1
79 2907 1
79 2985 1
80 91 1
80 93 1
80 248 1
80 453 1
80 839 1
80 942 1
80 958 1
80 972 1
80 1132 1
80 2912 1
81 206 1
81 361 1
81 849 1
81 887 1
82 799 1
82 1169 1
82 1623 1
82 2058 1
82 2090 1
82 2958 1
83 105 1
83 127 1
83 161 1
83 166 1
83 195 1
83 240 1
83 361 1
83 503 1
83 533 1
83 573 1
83 593 1
83 655 1
83 747 1
83 813 1
83 970 1
83 1057 1
83 1174 1
83 1374 1
83 1514 1
83 1531 1
83 1625 1
83 2029 1
83 2288 1
83 2293 1
83 2318 1
83 2529 1
83 2552 1
83 2752 1
84 1846 1
84 2082 1
85 124 1
85 702 1
85 1236 1
85 2003 1
85 2194 1
85 2325 1
85 2970 1
86 123 1
86 227 1
86 278 1
86 357 1
86 410 1
86 506 1
86 543 1
86 575 1
86 769 1
86 892 1
86 964 1
86 984 1
86 1413 1
86 1564 1
86 2298 1
86 2727 1
86 2899 1
87 242 1
87 328 1
87 376 1
87 496 1
87 640 1
87 925 1
87 1146 1
87 1160 1
87 2737 1
87 2827 1
88 95 1
88 110 1
88 159 1
88 355 1
88 466 1
88 621 1
88 634 1
88 723 1
88 850 1
88 951 1
88 1032 1
88 1111 1
88 1268 1
88 1309 1
88 1362 1
88 1422 1
88 1498 1
88 1511 1
88 1588 1
88 1596 1
88 1737 1
88 1996 1
88 2404 1
88 2473 1
88 2502 1
88 2843 1
89 275 1
89 766 1
89 891 1
89 1054 1
89 1299 1
89 1543 1
90 186 1
90 1004 1
90 1237 1
90 1296 1
90 2790 1
90 2857 1
91 474 1
91 807 1
91 1402 1
91 1724 1
91 2046 1
91 2428 1
91 2978 1
92 230 1
92 238 1
92 957 1
92 1031 1
92 1391 1
92 1924 1
92 1963 1
92 1991 1
92 2087 1
92 2312 1
93 104 1
93 164 1
93 211 1
93 489 1
93 535 1
93 656 1
93 967 1
93 1282 1
93 1337 1
93 1343 1
93 1576 1
93 1604 1
93 1627 1
93 2336 1
93 2491 1
93 2970 1
94 208 1
94 221 1
94 297 1
94 434 1
94 581 1
94 1605 1
94 2657 1
95 112 1
95 198 1
95 274 1
95 550 1
95 582 1
95 1155 1
95 1169 1
95 1307 1
95 1439 1
95 1715 1
95 2555 1
96 667 1
96 759 1
96 912 1
96 956 1
96 1395 1
96 1509 1
96 2068 1
96 2475 1
97 174 1
97 203 1
97 425 1
97 498 1
97 1131 1
97 1332 1
97 1476 1
97 1856 1
97 2188 1
97 2549 1
97 2556 1
97 2898 1
98 899 1
98 2081 1
99 879 1
99 1761 1
100 226 1
100 400 1
100 461 1
100 1037 1
100 2139 1
101 252 1
101 421 1
101 521 1
101 646 1
101 671 1
101 727 1
101 1019 1
101 1481 1
101 1540 1
101 2131 1
102 142 1
102 284 1
102 504 1
102 556 1
102 650 1
102 843 1
102 995 1
102 1147 1
102 1302 1
102 1336 1
102 1535 1
102 1662 1
102 1803 1
102 2603 1
102 2922 1
103 259 1
103 505 1
103 583 1
103 603 1
103 945 1
103 2645 1
104 280 1
104 362 1
104 662 1
104 712 1
104 753 1
104 920 1
104 1218 1
104 1257 1
104 1313 1
104 1530 1
104 1950 1
104 2055 1
104 2232 1
104 2376 1
104 2564 1
104 2954 1
105 140 1
105 569 1
105 583 1
105 2088 1
106 910 1
106 1135 1
106 1148 1
106 1226 1
106 2040 1
106 2456 1
107 1156 1
107 1576 1
108 217 1
108 315 1
108 390 1
108 862 1
108 1372 1
108 1593 1
109 2064 1
110 271 1
110 638 1
110 1228 1
110 1925 1
110 2906 1
111 394 1
111 458 1
111 508 1
111 660 1
111 668 1
111 1036 1
111 2904 1
112 310 1
112 367 1
112 406 1
112 486 1
112 1062 1
112 1476 1
112 1660 1
112 1881 1
112 1912 1
112 2034 1
112 2223 1
112 2263 1
112 2344 1
112 2534 1
112 2757 1
112 2886 1
113 121 1
113 420 1
113 426 1
113 494 1
113 532 1
113 640 1
113 700 1
113 740 1
113 1301 1
113 1362 1
113 1494 1
113 1499 1
113 1704 1
113 2369 1
113 2636 1
113 2727 1
113 2809 1
114 250 1
114 255 1
114 353 1
114 366 1
114 692 1
114 1809 1
114 1827 1
114 2107 1
114 2591 1
115 323 1
115 487 1
115 681 1
115 720 1
115 721 1
115 889 1
115 1100 1
115 1430 1
115 1700 1
115 1872 1
115 2002 1
115 2097 1
116 777 1
116 985 1
116 992 1
116 1298 1
116 1897 1
116 2707 1
117 344 1
117 816 1
117 1241 1
117 1450 1
118 461 1
118 1340 1
118 1665 1
118 2075 1
119 775 1
119 819 1
119 1562 1
119 1723 1
120 229 1
120 273 1
120 630 1
120 742 1
120 804 1
120 1836 1
121 480 1
121 529 1
121 649 1
121 876 1
121 1868 1
121 1949 1
121 2210 1
121 2964 1
122 484 1
122 520 1
122 1011 1
122 2690 1
124 1706 1
125 473 1
125 788 1
125 1122 1
125 1961 1
126 401 1
126 1422 1
126 1846 1
127 145 1
127 286 1
127 340 1
127 388 1
127 410 1
127 441 1
127 987 1
127 1349 1
127 1375 1
127 2519 1
128 386 1
128 498 1
128 722 1
128 2049 1
128 2854 1
129 300 1
129 347 1
129 636 1
129 2041 1
129 2089 1
129 2129 1
129 2377 1
130 292 1
130 950 1
130 1196 1
130 1975 1
130 2601 1
131 151 1
131 419 1
131 671 1
131 1393 1
131 1858 1
131 1982 1
132 171 1
132 687 1
132 795 1
132 1492 1
132 1520 1
132 1742 1
132 1836 1
132 1905 1
132 2301 1
132 2696 1
132 2981 1
133 251 1
133 302 1
133 316 1
133 895 1
133 1308 1
133 1892 1
133 2123 1
133 2569 1
133 2599 1
135 300 1
135 1082 1
135 2101 1
135 2442 1
135 2542 1
136 160 1
136 497 1
136 1067 1
136 1966 1
137 621 1
137 682 1
137 1091 1
137 1345 1
137 1579 1
137 1763 1
137 2038 1
137 2990 1
138 151 1
138 157 1
138 366 1
138 549 1
138 678 1
138 860 1
138 1044 1
138 1267 1
139 1023 1
139 2121 1
140 170 1
140 177 1
140 258 1
140 338 1
140 592 1
140 1061 1
140 1212 1
140 1333 1
140 1571 1
140 1604 1
140 2753 1
141 148 1
141 276 1
141 329 1
141 418 1
141 436 1
141 454 1
141 536 1
141 619 1
141 651 1
141 706 1
141 757 1
141 758 1
141 818 1
141 966 1
141 984 1
141 1068 1
141 1074 1
141 1140 1
141 1220 1
