3000 8991
17 676 1
17 759 1
17 839 1
17 973 1
17 992 1
17 1025 1
17 1044 1
17 1155 1
17 1220 1
17 1230 1
17 1292 1
17 1315 1
17 1326 1
17 1473 1
17 1531 1
17 1579 1
17 1640 1
17 1683 1
17 1707 1
17 1730 1
17 1831 1
17 1848 1
17 1870 1
17 1903 1
17 1905 1
17 1935 1
17 2092 1
17 2147 1
17 2209 1
17 2685 1
17 2804 1
18 410 1
18 450 1
18 750 1
18 1096 1
18 1243 1
18 1807 1
18 1910 1
18 2269 1
19 89 1
19 92 1
19 128 1
19 189 1
19 210 1
19 293 1
19 406 1
19 433 1
19 596 1
19 721 1
19 848 1
19 866 1
19 922 1
19 948 1
19 1166 1
19 1357 1
19 1590 1
19 1737 1
19 1863 1
19 1907 1
19 2027 1
19 2192 1
19 2212 1
19 2266 1
19 2316 1
19 2383 1
19 2477 1
19 2540 1
19 2563 1
19 2814 1
19 2847 1
19 2999 1
20 34 1
20 53 1
20 77 1
20 91 1
20 168 1
20 208 1
20 405 1
20 533 1
20 599 1
20 701 1
20 1009 1
20 1057 1
20 1261 1
20 1264 1
20 1275 1
20 1278 1
20 1577 1
20 1778 1
20 2092 1
20 2155 1
20 2319 1
20 2547 1
20 2580 1
20 2999 1
21 24 1
21 74 1
21 122 1
21 141 1
21 146 1
21 231 1
21 299 1
21 419 1
21 457 1
21 472 1
21 501 1
21 553 1
21 738 1
21 842 1
21 917 1
21 1052 1
21 1082 1
21 1207 1
21 1584 1
21 2005 1
21 2087 1
21 2271 1
21 2315 1
21 2417 1
21 2476 1
21 2800 1
21 2843 1
21 2873 1
21 2959 1
22 70 1
22 165 1
22 191 1
22 294 1
22 436 1
22 767 1
22 850 1
22 893 1
22 960 1
22 999 1
22 1197 1
22 1232 1
22 1913 1
22 2587 1
22 2708 1
22 2833 1
23 28 1
23 32 1
23 35 1
23 46 1
23 69 1
23 72 1
23 93 1
23 94 1
23 123 1
23 149 1
23 162 1
23 168 1
23 179 1
23 231 1
23 285 1
23 324 1
23 334 1
23 336 1
23 360 1
23 362 1
23 393 1
23 394 1
23 399 1
23 503 1
23 574 1
23 614 1
23 627 1
23 705 1
23 748 1
23 771 1
23 817 1
23 858 1
23 890 1
23 1000 1
23 1042 1
23 1088 1
23 1090 1
23 1164 1
23 1176 1
23 1274 1
23 1321 1
23 1344 1
23 1490 1
23 1496 1
23 1544 1
23 1550 1
23 1575 1
23 1629 1
23 1758 1
23 1809 1
23 1818 1
23 1881 1
23 1882 1
23 1929 1
23 1941 1
23 1966 1
23 2101 1
23 2189 1
23 2218 1
23 2222 1
23 2308 1
23 2520 1
23 2641 1
23 2668 1
24 58 1
24 77 1
24 138 1
24 150 1
24 222 1
24 312 1
24 313 1
24 508 1
24 572 1
24 601 1
24 708 1
24 922 1
24 964 1
24 1233 1
24 1282 1
24 1299 1
24 1390 1
24 1391 1
24 1551 1
24 1584 1
24 1771 1
24 1773 1
24 1860 1
24 2006 1
24 2022 1
24 2028 1
24 2056 1
24 2200 1
24 2689 1
24 2692 1
24 2915 1
25 40 1
25 138 1
25 209 1
25 2053 1
26 27 1
26 37 1
26 46 1
26 48 1
26 61 1
26 66 1
26 83 1
26 85 1
26 105 1
26 116 1
26 122 1
26 225 1
26 264 1
26 290 1
26 322 1
26 355 1
26 380 1
26 416 1
26 721 1
26 746 1
26 789 1
26 813 1
26 899 1
26 954 1
26 997 1
26 1038 1
26 1116 1
26 1130 1
26 1140 1
26 1178 1
26 1231 1
26 1248 1
26 1302 1
26 1476 1
26 1491 1
26 1580 1
26 1889 1
26 1963 1
26 1974 1
26 2033 1
26 2104 1
26 2130 1
26 2146 1
26 2158 1
26 2190 1
26 2249 1
26 2470 1
26 2536 1
26 2541 1
26 2555 1
26 2628 1
26 2699 1
27 29 1
27 37 1
27 74 1
27 89 1
27 137 1
27 148 1
27 176 1
27 249 1
27 302 1
27 342 1
27 352 1
27 381 1
27 409 1
27 464 1
27 515 1
27 542 1
27 548 1
27 552 1
27 590 1
27 622 1
27 780 1
27 1070 1
27 1087 1
27 1185 1
27 1212 1
27 1318 1
27 1432 1
27 1477 1
27 1481 1
27 1588 1
27 1630 1
27 1893 1
27 2047 1
27 2156 1
27 2298 1
27 2494 1
27 2624 1
27 2632 1
27 2675 1
27 2746 1
27 2747 1
27 2871 1
27 2874 1
28 38 1
28 39 1
28 81 1
28 190 1
28 289 1
28 296 1
28 389 1
28 421 1
28 492 1
28 538 1
28 816 1
28 1615 1
28 1738 1
28 1818 1
28 1964 1
28 2054 1
28 2411 1
28 2699 1
28 2849 1
29 243 1
29 318 1
29 496 1
29 567 1
29 612 1
29 687 1
29 796 1
29 828 1
29 867 1
29 902 1
29 946 1
29 1000 1
29 1063 1
29 1252 1
29 1298 1
29 1523 1
29 1617 1
29 1701 1
29 1763 1
29 1773 1
29 2086 1
29 2528 1
30 43 1
30 64 1
30 71 1
30 102 1
30 118 1
30 124 1
30 142 1
30 148 1
30 415 1
30 580 1
30 591 1
30 608 1
30 668 1
30 893 1
30 1053 1
30 1678 1
30 1832 1
30 1858 1
30 1864 1
30 1904 1
30 1983 1
30 1986 1
30 2079 1
30 2220 1
30 2235 1
30 2361 1
30 2435 1
30 2616 1
30 2938 1
31 33 1
31 55 1
31 132 1
31 144 1
31 206 1
31 207 1
31 229 1
31 258 1
31 266 1
31 308 1
31 316 1
31 317 1
31 424 1
31 487 1
31 555 1
31 784 1
31 830 1
31 1080 1
31 1270 1
31 1284 1
31 1451 1
31 1516 1
31 1655 1
31 1796 1
31 1924 1
31 1952 1
31 2118 1
31 2244 1
31 2298 1
31 2346 1
31 2495 1
31 2505 1
31 2738 1
31 2774 1
31 2779 1
31 2917 1
31 2978 1
32 68 1
32 85 1
32 101 1
32 185 1
32 223 1
32 224 1
32 235 1
32 272 1
32 481 1
32 534 1
32 575 1
32 1013 1
32 1102 1
32 1745 1
32 1960 1
32 2547 1
32 2554 1
32 2621 1
32 2667 1
32 2741 1
33 259 1
33 379 1
33 466 1
33 618 1
33 677 1
33 697 1
33 871 1
33 915 1
33 955 1
33 1131 1
33 1357 1
33 1521 1
33 1631 1
33 2133 1
33 2654 1
33 2964 1
34 56 1
34 146 1
34 154 1
34 208 1
34 235 1
34 298 1
34 307 1
34 340 1
34 386 1
34 435 1
34 436 1
34 547 1
34 563 1
34 686 1
34 941 1
34 1057 1
34 1073 1
34 1165 1
34 1224 1
34 1226 1
34 1257 1
34 1268 1
34 1311 1
34 1369 1
34 1504 1
34 1545 1
34 1618 1
34 1826 1
34 2014 1
34 2161 1
34 2166 1
34 2275 1
34 2314 1
34 2406 1
34 2555 1
34 2621 1
34 2638 1
34 2679 1
34 2929 1
35 36 1
35 38 1
35 41 1
35 53 1
35 64 1
35 65 1
35 103 1
35 137 1
35 140 1
35 142 1
35 153 1
35 187 1
35 194 1
35 196 1
35 215 1
35 220 1
35 254 1
35 274 1
35 275 1
35 321 1
35 326 1
35 354 1
35 388 1
35 396 1
35 498 1
35 533 1
35 542 1
35 590 1
35 624 1
35 680 1
35 764 1
35 768 1
35 825 1
35 912 1
35 919 1
35 1050 1
35 1072 1
35 1074 1
35 1084 1
35 1122 1
35 1211 1
35 1221 1
35 1274 1
35 1405 1
35 1479 1
35 1592 1
35 1677 1
35 1860 1
35 1883 1
35 1889 1
35 1892 1
35 1971 1
35 2061 1
35 2309 1
35 2328 1
35 2464 1
35 2548 1
35 2590 1
35 2763 1
35 2792 1
35 2870 1
36 157 1
36 364 1
36 661 1
36 1302 1
36 1390 1
36 1473 1
36 2080 1
36 2556 1
37 43 1
37 314 1
37 329 1
37 515 1
37 878 1
37 1064 1
37 1080 1
37 1309 1
37 1391 1
37 1455 1
37 1586 1
37 1708 1
37 1822 1
37 2409 1
37 2641 1
38 79 1
38 109 1
38 126 1
38 132 1
38 245 1
38 322 1
38 450 1
38 615 1
38 1006 1
38 1266 1
38 1563 1
38 1639 1
38 1648 1
38 2049 1
38 2841 1
38 2970 1
39 125 1
39 140 1
39 461 1
39 513 1
39 586 1
39 631 1
39 633 1
39 728 1
39 962 1
39 1006 1
39 1201 1
39 1237 1
39 1289 1
39 1363 1
39 1409 1
39 1438 1
39 2034 1
39 2055 1
39 2094 1
39 2382 1
39 2731 1
39 2793 1
39 2931 1
40 42 1
40 80 1
40 240 1
40 565 1
40 803 1
40 1037 1
40 1216 1
40 1532 1
40 1686 1
40 2862 1
40 2869 1
41 153 1
41 818 1
41 1591 1
41 2144 1
42 50 1
42 66 1
42 156 1
42 200 1
42 224 1
42 301 1
42 390 1
42 397 1
42 411 1
42 536 1
42 568 1
42 673 1
42 745 1
42 926 1
42 932 1
42 944 1
42 1177 1
42 1484 1
42 1564 1
42 1899 1
42 2295 1
42 2375 1
42 2422 1
42 2445 1
42 2513 1
42 2551 1
43 82 1
43 111 1
43 176 1
43 343 1
43 412 1
43 478 1
43 586 1
43 710 1
43 985 1
43 1078 1
43 1082 1
43 1343 1
43 1625 1
43 1685 1
43 1777 1
43 1947 1
43 2170 1
43 2205 1
43 2313 1
43 2412 1
43 2618 1
43 2649 1
43 2670 1
44 60 1
44 110 1
44 157 1
44 240 1
44 283 1
44 488 1
44 514 1
44 584 1
44 646 1
44 679 1
44 861 1
44 1154 1
44 1632 1
44 1699 1
44 2213 1
44 2678 1
44 2863 1
45 55 1
45 111 1
45 117 1
45 468 1
45 1509 1
45 1845 1
45 2229 1
45 2373 1
45 2592 1
45 2888 1
46 51 1
46 90 1
46 127 1
46 128 1
46 141 1
46 166 1
46 177 1
46 178 1
46 190 1
46 291 1
46 300 1
46 337 1
46 381 1
46 401 1
46 484 1
46 531 1
46 638 1
46 660 1
46 664 1
46 687 1
46 708 1
46 777 1
46 1288 1
46 1452 1
46 1502 1
46 1596 1
46 1622 1
46 1667 1
46 1675 1
46 1791 1
46 1810 1
46 2294 1
46 2465 1
46 2560 1
46 2622 1
46 2657 1
46 2666 1
46 2679 1
46 2737 1
46 2900 1
46 2987 1
47 73 1
47 93 1
47 143 1
47 153 1
47 178 1
47 221 1
47 319 1
47 339 1
47 402 1
47 567 1
47 627 1
47 889 1
47 1321 1
47 1499 1
47 1903 1
47 1939 1
47 2138 1
47 2417 1
47 2554 1
47 2997 1
48 109 1
48 131 1
48 163 1
48 378 1
48 385 1
48 440 1
48 472 1
48 474 1
48 532 1
48 588 1
48 718 1
48 723 1
48 904 1
48 978 1
48 1067 1
48 1074 1
48 1118 1
48 1162 1
48 1400 1
48 1461 1
48 1585 1
48 1654 1
48 1685 1
48 1721 1
48 1948 1
48 2085 1
48 2258 1
48 2471 1
48 2494 1
48 2627 1
49 88 1
49 150 1
49 197 1
49 373 1
49 485 1
49 584 1
49 892 1
49 958 1
49 1022 1
49 1101 1
49 1670 1
49 1701 1
49 1948 1
49 2428 1
49 2774 1
49 2837 1
49 2902 1
50 61 1
50 74 1
50 390 1
50 452 1
50 562 1
50 635 1
50 792 1
50 870 1
50 877 1
50 898 1
50 1153 1
50 1399 1
50 1566 1
50 1648 1
50 1706 1
50 2162 1
50 2750 1
51 158 1
51 159 1
51 227 1
51 370 1
51 391 1
51 418 1
51 424 1
51 441 1
51 507 1
51 512 1
51 709 1
51 888 1
51 930 1
51 2018 1
51 2207 1
51 2561 1
51 2570 1
51 2580 1
51 2628 1
51 2769 1
51 2995 1
52 76 1
52 97 1
52 117 1
52 121 1
52 129 1
52 227 1
52 278 1
52 331 1
52 414 1
52 542 1
52 609 1
52 901 1
52 1027 1
52 1201 1
52 1533 1
52 1602 1
52 1613 1
52 1768 1
52 1813 1
52 1985 1
52 2451 1
52 2458 1
52 2640 1
52 2756 1
52 2951 1
53 693 1
53 829 1
53 924 1
53 957 1
53 1492 1
54 98 1
54 133 1
54 304 1
54 330 1
54 562 1
54 566 1
54 828 1
54 1289 1
54 1347 1
54 1397 1
54 1736 1
54 1781 1
54 1980 1
54 2990 1
55 62 1
55 119 1
55 228 1
55 304 1
55 387 1
55 454 1
