3000 6000
285 1272 1
285 2092 1
1682 1975 1
1682 2257 1
1682 1047 1
230 1746 1
230 2947 1
230 145 1
230 1443 1
1746 2263 1
1746 2181 1
1746 2222 1
958 2219 1
958 85 1
958 946 1
958 1522 1
2219 1937 1
2219 2387 1
2219 618 1
407 2345 1
407 2269 1
407 1681 1
407 1749 1
2345 2518 1
2345 1422 1
2345 2188 1
864 2032 1
864 404 1
864 2195 1
864 994 1
2032 2004 1
2032 2628 1
2032 1153 1
296 2221 1
296 2127 1
296 1319 1
296 697 1
2221 1531 1
2221 1780 1
2221 1149 1
677 2327 1
677 2501 1
677 2303 1
677 1365 1
2327 665 1
2327 2998 1
2327 2251 1
133 1705 1
133 2057 1
133 824 1
133 2083 1
1705 1074 1
1705 615 1
1705 560 1
1771 2076 1
1771 278 1
1771 219 1
1771 181 1
2076 1734 1
2076 2845 1
2076 1405 1
986 2789 1
986 2703 1
986 579 1
986 2310 1
2789 1786 1
2789 158 1
2789 1831 1
43 1933 1
43 2432 1
43 262 1
43 2668 1
1933 2278 1
1933 747 1
1933 2603 1
271 1760 1
271 2437 1
271 2288 1
271 2631 1
1760 1884 1
1760 1711 1
1760 1563 1
1848 2969 1
1848 110 1
1848 1611 1
1848 628 1
2969 2544 1
2969 701 1
2969 2571 1
1439 1458 1
1439 2977 1
1439 931 1
1439 239 1
1458 2000 1
1458 1487 1
1458 2593 1
248 766 1
248 2853 1
248 738 1
248 724 1
766 234 1
766 829 1
766 875 1
754 1126 1
754 256 1
754 1493 1
754 157 1
1126 1855 1
1126 710 1
1126 2816 1
1104 2673 1
1104 1786 1
1104 672 1
1104 392 1
2673 1214 1
2673 1958 1
2673 1659 1
20 2299 1
20 761 1
20 2261 1
20 912 1
2299 1038 1
2299 2478 1
2299 2256 1
624 1016 1
624 1647 1
624 299 1
624 1083 1
1016 2640 1
1016 2688 1
1016 1801 1
1303 1799 1
1303 806 1
1303 374 1
1303 2651 1
1799 142 1
1799 1828 1
1799 1714 1
1442 2143 1
1442 54 1
1442 1489 1
1442 2764 1
2143 1199 1
2143 2881 1
2143 152 1
99 1316 1
99 1283 1
99 1256 1
99 1257 1
1316 2430 1
1316 1077 1
1316 2704 1
1389 1987 1
1389 692 1
1389 1260 1
1389 2947 1
1987 2204 1
1987 988 1
1987 2441 1
1198 2456 1
1198 493 1
1198 2580 1
1198 2824 1
2456 2719 1
2456 416 1
2456 844 1
108 2533 1
108 2997 1
108 457 1
108 49 1
2533 834 1
2533 662 1
2533 2140 1
307 1201 1
307 563 1
307 1766 1
307 1660 1
1201 1393 1
1201 2777 1
1201 1356 1
2195 2272 1
2195 1271 1
2195 120 1
2272 300 1
2272 1352 1
2272 1801 1
1214 1353 1
1214 2705 1
1214 577 1
1353 1758 1
1353 184 1
1353 1464 1
541 2536 1
541 2537 1
541 1831 1
541 1647 1
2536 1932 1
2536 800 1
2536 1254 1
770 1349 1
770 1258 1
770 2608 1
770 456 1
1349 1422 1
1349 2579 1
1349 1180 1
2153 2211 1
2153 83 1
2153 1642 1
2153 1658 1
2211 2834 1
2211 168 1
2211 2029 1
90 1553 1
90 489 1
90 799 1
90 1464 1
1553 623 1
1553 170 1
1553 1569 1
1726 1915 1
1726 932 1
1726 2482 1
1726 206 1
1915 712 1
1915 2302 1
1915 353 1
215 1733 1
215 354 1
215 190 1
215 2073 1
1733 114 1
1733 61 1
1733 1742 1
940 2174 1
940 2099 1
940 2335 1
940 873 1
2174 2021 1
2174 403 1
2174 2757 1
446 1373 1
446 900 1
446 2369 1
446 1930 1
1373 1257 1
1373 1133 1
1373 126 1
1643 2742 1
1643 1055 1
1643 419 1
593 2295 1
593 2463 1
593 2467 1
593 1822 1
2295 1378 1
2295 382 1
2295 178 1
576 2651 1
576 328 1
576 2002 1
2651 2575 1
2651 1033 1
1173 2641 1
1173 76 1
1173 2623 1
1173 2989 1
2641 1829 1
2641 1596 1
2641 591 1
113 675 1
113 1864 1
113 2728 1
113 2459 1
675 122 1
675 553 1
675 23 1
1441 1638 1
1441 1763 1
1441 2513 1
1441 727 1
1638 2079 1
1638 2991 1
1638 2938 1
180 2422 1
180 394 1
180 2225 1
180 2473 1
2422 1101 1
2422 2503 1
2422 373 1
988 2824 1
988 938 1
988 627 1
2824 2612 1
2824 1508 1
499 469 1
499 2107 1
499 1086 1
1791 2919 1
1791 691 1
1791 358 1
1791 1311 1
2919 1676 1
2919 2936 1
2919 2071 1
1937 957 1
1937 494 1
1937 1836 1
1295 2752 1
1295 1810 1
1295 3 1
1295 1117 1
2752 789 1
2752 459 1
2752 1611 1
859 1138 1
859 257 1
859 2048 1
859 1526 1
1138 406 1
1138 860 1
1138 2049 1
210 729 1
210 1344 1
210 473 1
210 1929 1
729 49 1
729 2614 1
729 2524 1
47 2657 1
47 1669 1
47 2250 1
2657 1038 1
2657 2045 1
2657 2607 1
2499 2861 1
2499 24 1
2499 2595 1
2499 2290 1
2861 1274 1
2861 561 1
2861 1064 1
377 2828 1
377 1562 1
377 625 1
377 1357 1
2828 1401 1
2828 982 1
2828 1259 1
408 2141 1
408 1338 1
408 2371 1
408 2306 1
2141 4 1
2141 1405 1
112 1325 1
112 1130 1
112 91 1
112 531 1
1325 1399 1
1325 2448 1
1325 670 1
794 1130 1
794 2232 1
794 2905 1
794 2187 1
1130 1965 1
1130 1294 1
1711 2522 1
1711 778 1
1711 154 1
2522 2945 1
2522 2182 1
2522 941 1
1779 2922 1
1779 2704 1
1779 2644 1
1779 1213 1
2922 2471 1
2922 1380 1
2922 233 1
328 2403 1
328 1230 1
328 465 1
160 2426 1
160 2615 1
160 1444 1
160 2812 1
2426 2091 1
2426 1406 1
2426 474 1
1256 1605 1
1256 2944 1
1256 304 1
1605 13 1
1605 283 1
1605 1554 1
120 1041 1
120 1007 1
120 502 1
1041 612 1
1041 2866 1
1041 2173 1
300 1911 1
300 2747 1
300 1255 1
1911 847 1
1911 2948 1
1911 302 1
109 1148 1
109 2256 1
109 1867 1
109 989 1
1148 2529 1
1148 2132 1
1148 2482 1
1028 1189 1
1028 2493 1
1028 813 1
1028 2118 1
1189 339 1
1189 436 1
1189 616 1
1249 1831 1
1249 2373 1
1249 539 1
1249 2392 1
1831 2548 1
313 2146 1
313 459 1
313 1623 1
313 2042 1
2146 2232 1
2146 1326 1
2146 2029 1
355 571 1
355 1657 1
355 464 1
355 188 1
571 2835 1
571 1805 1
571 1998 1
1559 1993 1
1559 2388 1
1559 2381 1
1559 2253 1
1993 910 1
1993 2229 1
1993 1418 1
700 1068 1
700 259 1
700 1644 1
1191 2240 1
1191 2930 1
1191 410 1
1191 171 1
2240 2635 1
2240 1186 1
2240 647 1
415 558 1
415 1113 1
415 2015 1
558 954 1
558 2161 1
506 2137 1
506 912 1
506 1343 1
2137 1183 1
2137 809 1
2137 2149 1
1628 2766 1
1628 725 1
1628 255 1
1628 1529 1
2766 1656 1
2766 420 1
2766 2490 1
17 1451 1
17 1344 1
17 1218 1
1451 278 1
1451 2104 1
1451 1517 1
950 1740 1
950 1431 1
950 1946 1
950 2634 1
1740 2911 1
1740 1067 1
1740 2452 1
1067 2325 1
1067 991 1
1067 2572 1
2325 667 1
2325 2242 1
2325 1686 1
77 1586 1
77 2622 1
77 2904 1
77 2717 1
1586 1977 1
1586 1461 1
1586 1030 1
629 2099 1
629 365 1
629 2809 1
629 269 1
2099 2928 1
2099 1080 1
1634 2823 1
1634 2130 1
1634 2661 1
1634 1462 1
2823 2218 1
2823 1603 1
2823 2268 1
517 2797 1
517 2746 1
517 1471 1
2797 1177 1
2797 2869 1
2797 2098 1
111 1355 1
111 177 1
111 2541 1
111 440 1
1355 2116 1
1355 1449 1
1355 2229 1
2196 2297 1
2196 1579 1
2196 159 1
2196 2867 1
2297 1603 1
2297 505 1
2297 2509 1
2017 2066 1
2017 2915 1
2017 279 1
2017 2035 1
2066 2100 1
2066 866 1
2066 1300 1
1332 1963 1
1332 1608 1
1332 1023 1
1332 1664 1
1963 2053 1
1963 2227 1
1963 1880 1
2094 2249 1
2094 2988 1
2094 1672 1
2094 201 1
2249 1910 1
2249 554 1
2249 1127 1
2834 1662 1
2834 785 1
2834 2248 1
192 233 1
192 1021 1
192 444 1
192 881 1
233 2252 1
233 2806 1
846 2743 1
846 1564 1
846 1949 1
846 807 1
2743 128 1
2743 2689 1
2743 626 1
1119 1855 1
1119 1154 1
1119 2874 1
1119 2518 1
1855 1898 1
1855 1574 1
1616 2661 1
1616 2504 1
1616 783 1
1616 1430 1
2661 2222 1
2661 617 1
1286 1907 1
1286 1480 1
1286 286 1
464 1106 1
464 2059 1
464 163 1
1106 2598 1
1106 1427 1
1106 344 1
2279 2416 1
2279 946 1
2279 2419 1
2279 1784 1
2416 352 1
2416 1112 1
2416 1054 1
204 243 1
204 1879 1
204 2105 1
204 2841 1
243 2292 1
243 2328 1
243 58 1
382 2464 1
382 989 1
382 1910 1
2464 1656 1
2464 195 1
2464 2116 1
822 2507 1
822 709 1
822 2778 1
822 1965 1
2507 2400 1
2507 1302 1
2507 1142 1
2414 2762 1
2414 688 1
2414 118 1
2414 1289 1
2762 2691 1
2762 2126 1
2762 442 1
2254 2544 1
2254 1584 1
2254 2733 1
2254 2433 1
2544 1808 1
2544 2242 1
1486 2672 1
1486 2610 1
1486 2778 1
1486 2434 1
2672 673 1
2672 1101 1
2672 2678 1
856 2505 1
856 2058 1
856 2643 1
856 1080 1
2505 94 1
2505 2529 1
2505 2136 1
1874 2488 1
1874 2971 1
1874 1838 1
1874 126 1
2488 961 1
2488 95 1
2488 2897 1
666 2344 1
666 2087 1
666 273 1
666 831 1
2344 663 1
2344 938 1
2344 832 1
480 942 1
480 867 1
480 1482 1
480 1046 1
942 1172 1
942 1715 1
942 1477 1
314 1404 1
314 771 1
314 2860 1
314 2159 1
1404 969 1
1404 1801 1
1404 970 1
861 1573 1
861 59 1
861 2347 1
861 66 1
1573 725 1
1573 305 1
1573 367 1
1072 1985 1
1072 423 1
1072 1685 1
1072 2567 1
1985 488 1
1985 582 1
1985 76 1
650 2521 1
650 2010 1
650 229 1
650 359 1
2521 599 1
2521 1070 1
2521 2259 1
1977 2451 1
1977 1044 1
1977 1497 1
39 418 1
39 775 1
39 261 1
39 2286 1
418 686 1
418 1394 1
418 1931 1
2592 2889 1
2592 1092 1
2592 2139 1
2592 2363 1
2889 2442 1
2889 1235 1
2889 2842 1
1218 2978 1
1218 2037 1
1218 831 1
2978 1088 1
2978 2506 1
2978 1966 1
1434 1427 1
1434 2809 1
1434 2866 1
11 1487 1
11 1468 1
11 2375 1
11 775 1
1487 462 1
1487 557 1
974 1571 1
974 1436 1
974 821 1
974 1204 1
1571 1348 1
1571 888 1
1571 2296 1
786 1520 1
786 1825 1
786 1576 1
786 2768 1
1520 208 1
1520 2878 1
1520 2318 1
2169 2419 1
2169 565 1
2169 2831 1
2169 321 1
2419 640 1
2419 2154 1
226 2580 1
226 2465 1
226 676 1
226 2262 1
2580 2148 1
2580 429 1
873 2162 1
873 502 1
873 957 1
2162 2059 1
2162 840 1
1527 2686 1
1527 1630 1
1527 2720 1
1527 13 1
2686 2714 1
2686 2642 1
2686 1633 1
1346 2611 1
1346 1626 1
1346 1731 1
1346 270 1
2611 1804 1
2611 645 1
2611 1435 1
1998 2042 1
1998 2974 1
1998 2727 1
2042 2173 1
2042 2095 1
150 2477 1
150 2086 1
150 46 1
150 1003 1
2477 2462 1
2477 2392 1
2477 2125 1
1096 2355 1
1096 2089 1
1096 1866 1
1096 1359 1
2355 1708 1
2355 1938 1
2355 2946 1
1204 2154 1
1204 1166 1
1204 36 1
2154 608 1
2154 1518 1
1871 2617 1
1871 1578 1
1871 371 1
1871 2585 1
2617 231 1
2617 1884 1
2617 1426 1
1313 2060 1
1313 1927 1
1313 2052 1
1313 12 1
2060 741 1
2060 1516 1
2060 2643 1
1101 1652 1
1101 2848 1
1652 1336 1
1652 1557 1
1652 951 1
2354 2441 1
2354 1633 1
2354 2668 1
2354 1161 1
2441 1512 1
2441 152 1
635 2347 1
635 2887 1
635 2502 1
635 1622 1
2347 2624 1
685 1710 1
685 898 1
685 2085 1
685 1585 1
1710 1745 1
1710 1039 1
1710 2457 1
955 1534 1
955 2151 1
955 893 1
955 2004 1
1534 457 1
1534 179 1
1534 1497 1
705 2591 1
705 842 1
705 23 1
705 2343 1
2591 1123 1
2591 914 1
2591 195 1
414 1890 1
414 944 1
414 2706 1
414 1825 1
1890 258 1
1890 626 1
1890 118 1
240 2491 1
240 1751 1
240 2006 1
2491 2349 1
2491 2576 1
503 915 1
503 486 1
503 290 1
503 2200 1
915 2281 1
915 1414 1
915 1767 1
497 2827 1
497 1513 1
497 2229 1
497 2755 1
2827 535 1
2827 461 1
2827 609 1
1412 2160 1
1412 1523 1
1412 1947 1
2160 1640 1
2160 1438 1
2160 1936 1
309 1315 1
309 2278 1
309 2466 1
1315 2215 1
1315 2463 1
1315 1517 1
1829 707 1
1829 1849 1
257 1813 1
257 2837 1
257 494 1
143 1777 1
143 2940 1
143 709 1
143 1379 1
1777 2744 1
1777 546 1
1777 2199 1
189 1893 1
189 1347 1
189 2303 1
189 2156 1
1893 2128 1
1893 2175 1
1893 2311 1
1624 2982 1
1624 649 1
1624 2107 1
1624 2630 1
2982 368 1
2982 2335 1
2982 1246 1
1273 2001 1
1273 2553 1
1273 2413 1
1273 1815 1
2001 2757 1
2001 797 1
2001 2365 1
724 776 1
724 256 1
724 1574 1
776 2050 1
776 789 1
776 1565 1
2232 1772 1
2232 1994 1
445 1095 1
445 1045 1
445 939 1
445 2515 1
1095 2742 1
1095 2064 1
1095 1049 1
806 1185 1
806 2950 1
806 70 1
2158 2394 1
2158 2296 1
2158 2423 1
2158 1566 1
2394 1729 1
2394 2808 1
2394 380 1
134 910 1
134 1602 1
134 477 1
910 2847 1
910 1889 1
1309 2597 1
1309 1536 1
1309 1623 1
1309 2731 1
2597 2127 1
2597 2298 1
2597 2009 1
655 2073 1
655 1753 1
655 636 1
655 357 1
2073 1377 1
2073 2320 1
592 2956 1
592 1703 1
592 772 1
592 1301 1
2956 2583 1
2956 2970 1
2956 1997 1
1865 1997 1
1865 1228 1
1865 26 1
1865 1381 1
1997 1992 1
1997 1051 1
53 2907 1
53 199 1
53 1087 1
53 1251 1
2907 1319 1
2907 2166 1
2907 127 1
533 2083 1
533 1216 1
533 952 1
533 2040 1
2083 1897 1
2083 283 1
144 2271 1
144 660 1
144 803 1
144 95 1
2271 2302 1
2271 424 1
2271 709 1
904 1730 1
904 1248 1
904 1970 1
904 1311 1
1730 2484 1
1730 2695 1
1730 1232 1
95 1857 1
95 767 1
1857 1913 1
1857 2942 1
1857 1858 1
2988 92 1
2988 1350 1
2988 1696 1
46 2904 1
46 2628 1
46 344 1
2904 835 1
2904 2411 1
2800 86 1
2800 2275 1
2800 2471 1
1480 1382 1
1480 1179 1
1299 924 1
1299 2892 1
1299 812 1
633 1617 1
633 704 1
633 1577 1
633 148 1
1617 2746 1
1617 2554 1
1617 1636 1
2387 1258 1
2387 2450 1
2387 1899 1
292 1324 1
292 1748 1
292 748 1
292 1052 1
1324 2788 1
1324 2626 1
469 2807 1
469 820 1
469 634 1
228 1568 1
228 976 1
228 353 1
228 850 1
1568 2635 1
1568 2208 1
1568 620 1
748 167 1
748 1399 1
2217 195 1
2217 2420 1
2217 1918 1
1621 1650 1
1621 2873 1
1621 2386 1
1621 2990 1
1650 2784 1
1650 236 1
1650 1411 1
67 1098 1
67 2909 1
67 485 1
67 65 1
1098 2093 1
1098 653 1
1098 2002 1
750 2323 1
750 1453 1
750 1291 1
750 2100 1
2323 906 1
2323 538 1
2323 2837 1
667 1882 1
667 1886 1
667 2451 1
1257 2112 1
1257 2732 1
1298 2128 1
1298 5 1
1298 1408 1
1298 2531 1
2128 2198 1
2128 2311 1
807 2305 1
807 1745 1
807 76 1
2305 2569 1
2305 1409 1
2305 1583 1
1172 2726 1
1172 2623 1
1172 1821 1
2726 1474 1
2726 1768 1
2726 1832 1
1762 2942 1
1762 1292 1
1762 1759 1
1762 1862 1
2942 1886 1
2942 334 1
880 1507 1
880 1320 1
880 2430 1
880 2577 1
1507 49 1
1507 1629 1
2615 525 1
2615 128 1
2615 1695 1
585 2084 1
585 944 1
585 1788 1
585 443 1
2084 1212 1
2084 2631 1
2084 286 1
1029 2798 1
1029 1723 1
1029 2132 1
1029 234 1
2798 380 1
2798 957 1
2798 1580 1
896 1222 1
896 2161 1
896 809 1
896 196 1
1222 2111 1
1222 522 1
1222 1144 1
360 2905 1
360 74 1
360 596 1
360 1765 1
2905 1755 1
2905 1670 1
523 1391 1
523 2253 1
523 2404 1
523 129 1
1391 1570 1
1391 343 1
1391 435 1
1284 2885 1
1284 2145 1
1284 1917 1
227 2233 1
227 28 1
227 207 1
7 1474 1
7 1334 1
7 2792 1
7 1390 1
1474 837 1
1474 1426 1
960 1099 1
960 1646 1
960 1565 1
960 2282 1
1099 2388 1
1099 2148 1
1099 2880 1
704 167 1
704 1368 1
704 2263 1
256 1631 1
256 37 1
1166 1477 1
1166 1226 1
1166 2826 1
494 811 1
494 992 1
811 658 1
811 1142 1
811 1446 1
184 2046 1
184 2530 1
184 1488 1
2046 1237 1
2046 882 1
2135 2234 1
2135 437 1
2135 1455 1
2135 224 1
2234 2781 1
2234 153 1
2234 2653 1
318 814 1
318 1192 1
318 1368 1
318 1413 1
814 1403 1
814 1546 1
814 2729 1
1157 2552 1
1157 2825 1
1157 984 1
1157 48 1
2552 1632 1
2552 2812 1
2552 1949 1
584 933 1
584 2250 1
584 2624 1
933 996 1
933 545 1
933 1405 1
876 2044 1
876 89 1
876 1580 1
876 239 1
2044 2225 1
2044 1880 1
2044 1244 1
1473 1655 1
1473 2363 1
1473 2754 1
767 825 1
767 2024 1
767 487 1
825 2041 1
825 2838 1
825 2646 1
1632 1655 1
1632 1318 1
1632 1530 1
1327 1916 1
1327 2714 1
1327 136 1
1327 2717 1
1916 2894 1
1916 1957 1
1916 1076 1
2093 1946 1
2093 2537 1
2093 462 1
76 891 1
1459 2072 1
1459 2110 1
1459 693 1
1459 2529 1
2072 2519 1
2072 680 1
2072 678 1
289 2220 1
289 1415 1
289 1012 1
289 1364 1
2220 2199 1
2220 1495 1
2220 430 1
714 935 1
714 1285 1
714 208 1
714 1244 1
935 327 1
935 1253 1
935 1994 1
730 1314 1
730 2830 1
730 1678 1
174 2647 1
174 1467 1
174 2539 1
174 1428 1
2647 2668 1
2647 948 1
2647 1387 1
1051 2920 1
1051 2012 1
1051 2432 1
2920 801 1
2920 1302 1
2920 2650 1
1161 1331 1
1161 157 1
1161 1978 1
1331 36 1
1331 875 1
1331 1853 1
51 1530 1
51 1215 1
51 2191 1
51 1274 1
1530 2949 1
1530 166 1
1226 1460 1
1226 2546 1
1226 2891 1
1460 1216 1
1460 2057 1
1460 1461 1
2057 1314 1
2057 2833 1
797 1054 1
797 1667 1
797 2317 1
1054 1926 1
1054 1424 1
2569 2997 1
2569 1851 1
2569 813 1
2997 321 1
2997 1678 1
1285 2273 1
1285 2884 1
1285 411 1
146 1767 1
146 2877 1
146 301 1
1767 119 1
1767 2473 1
1102 2858 1
1102 16 1
1102 1287 1
1102 1202 1
2858 1390 1
2858 1055 1
2858 2952 1
1057 1395 1
1057 1075 1
1057 2958 1
1057 1088 1
1395 421 1
1395 1013 1
1395 507 1
656 2283 1
656 723 1
656 2447 1
656 874 1
2283 2360 1
2283 1049 1
2283 2116 1
110 1063 1
110 2224 1
110 2329 1
1063 1307 1
1063 2273 1
1999 2322 1
1999 287 1
1999 245 1
1999 413 1
2322 2839 1
2322 2832 1
2322 983 1
791 1424 1
791 1531 1
791 1310 1
1424 2510 1
1424 1426 1
1080 2052 1
1080 687 1
2052 2560 1
2210 2771 1
2210 2371 1
2210 2069 1
2210 2418 1
2771 2751 1
2771 1547 1
2771 2879 1
1626 2720 1
1626 1597 1
1626 211 1
2720 386 1
2720 1223 1
1953 2620 1
1953 2246 1
1953 2259 1
1953 1943 1
2620 433 1
2620 2882 1
2620 2571 1
1667 2263 1
1667 1085 1
1667 726 1
2263 1610 1
581 1816 1
581 153 1
581 987 1
581 1842 1
1816 1575 1
1816 1745 1
1816 1380 1
1415 2070 1
1415 401 1
1415 2412 1
620 2872 1
620 613 1
2530 1247 1
2530 345 1
2530 2402 1
301 1883 1
301 1199 1
301 234 1
1883 463 1
1883 2142 1
1883 1118 1
2744 1446 1
2744 2917 1
2744 1517 1
1062 1752 1
1062 2338 1
1062 2632 1
1062 2929 1
1752 2710 1
1752 796 1
1752 692 1
463 669 1
463 2653 1
463 670 1
669 2723 1
669 1464 1
1378 1463 1
1378 1608 1
1378 1843 1
1463 2730 1
1463 258 1
1463 1971 1
683 901 1
683 2538 1
683 1851 1
683 1097 1
901 15 1
901 610 1
901 1957 1
858 1427 1
858 1529 1
858 626 1
858 1091 1
1427 2941 1
913 1134 1
913 991 1
913 2773 1
913 2872 1
1134 539 1
1134 2692 1
1134 2562 1
1328 2810 1
1328 1914 1
1328 2841 1
2810 451 1
2810 1307 1
2810 2062 1
662 963 1
662 156 1
662 1344 1
963 2863 1
963 2358 1
963 1589 1
1307 1898 1
1307 405 1
2267 2500 1
2267 381 1
2267 1544 1
2267 751 1
2500 1220 1
2500 1748 1
2500 2900 1
2112 1445 1
2112 258 1
883 1376 1
883 38 1
883 2291 1
883 29 1
1376 926 1
1376 718 1
1376 2674 1
115 1504 1
115 1738 1
115 2842 1
115 1281 1
1504 392 1
1504 1736 1
1504 2996 1
104 857 1
104 1956 1
104 2512 1
104 138 1
857 2468 1
857 1170 1
857 2172 1
563 1371 1
563 1982 1
563 179 1
1371 1919 1
1371 290 1
1371 823 1
93 1193 1
93 2770 1
93 799 1
93 173 1
1193 975 1
1193 1840 1
1193 632 1
1533 2626 1
1533 2928 1
1533 264 1
1533 1971 1
2626 380 1
2626 1145 1
2803 1015 1
2803 2293 1
2803 2653 1
263 1375 1
263 2228 1
263 139 1
263 2388 1
1375 687 1
1375 583 1
1375 820 1
555 2715 1
555 2126 1
555 1318 1
2715 959 1
2715 632 1
2715 2383 1
796 1609 1
796 1150 1
796 805 1
1609 995 1
1609 56 1
824 2351 1
824 2451 1
824 952 1
2351 1083 1
2351 1655 1
94 2067 1
94 1688 1
94 2826 1
1162 2346 1
1162 442 1
1162 1089 1
1162 2937 1
2346 660 1
2346 63 1
2346 881 1
1476 1718 1
1476 682 1
1476 1554 1
1718 44 1
1718 1360 1
1718 972 1
820 2353 1
820 1321 1
2353 1338 1
2353 2698 1
2353 1894 1
1168 2770 1
1168 2840 1
1168 416 1
1168 871 1
2770 2631 1
2770 1457 1
1935 2683 1
1935 2119 1
1935 1369 1
1935 623 1
2683 417 1
2683 2348 1
2683 2577 1
849 1252 1
849 23 1
849 1926 1
1320 1698 1
1320 1700 1
2471 1032 1
2471 1758 1
294 2916 1
294 2877 1
294 2187 1
294 2864 1
2916 1906 1
2916 400 1
2916 2613 1
2489 2976 1
2489 1259 1
2489 1406 1
2489 1084 1
2976 191 1
