3000 7500
1856 2414 1
1856 172 1
1856 2951 1
1856 592 1
861 2189 1
861 1573 1
861 57 1
861 2265 1
861 1330 1
2189 1682 1
2189 1420 1
2189 628 1
2189 675 1
2563 2804 1
2563 1685 1
2563 2942 1
2563 119 1
2563 773 1
2804 2567 1
2804 2853 1
2804 2734 1
2804 1355 1
877 1086 1
877 2555 1
877 724 1
877 466 1
877 2214 1
1086 2406 1
1086 1112 1
1086 2010 1
1086 739 1
2611 2737 1
2611 859 1
2611 2626 1
2611 1141 1
2611 2440 1
2737 1215 1
2737 1179 1
2737 1491 1
2737 1013 1
624 640 1
624 2041 1
624 529 1
624 545 1
624 30 1
640 1814 1
640 1504 1
640 1660 1
640 2900 1
382 2275 1
382 1214 1
382 719 1
382 1407 1
382 2545 1
2275 2884 1
2275 2415 1
2275 835 1
2275 56 1
664 1207 1
664 2476 1
664 1850 1
664 436 1
1207 1693 1
1207 809 1
1207 1616 1
1207 2031 1
2125 2699 1
2125 72 1
2125 1860 1
2125 661 1
2125 422 1
2699 1538 1
2699 895 1
2699 1911 1
2699 2546 1
578 2860 1
578 1988 1
578 314 1
578 300 1
2860 368 1
2860 456 1
2860 1949 1
2860 147 1
1601 2470 1
1601 2328 1
1601 1231 1
1601 1506 1
1601 923 1
2470 1708 1
2470 1880 1
2470 2433 1
2470 2900 1
632 2837 1
632 489 1
632 232 1
632 1576 1
632 1518 1
2837 793 1
2837 1000 1
2837 1183 1
2837 553 1
1971 2003 1
1971 1495 1
1971 2770 1
1971 581 1
1971 1073 1
2003 1048 1
2003 167 1
2003 2743 1
2003 80 1
646 2506 1
646 1021 1
646 252 1
646 84 1
2506 2692 1
2506 1368 1
2506 1209 1
2506 213 1
214 2849 1
214 876 1
214 1544 1
214 1733 1
214 706 1
2849 1532 1
2849 240 1
2849 2835 1
2849 2278 1
95 1171 1
95 357 1
95 735 1
95 905 1
95 2547 1
1171 1138 1
1171 768 1
1171 2744 1
1171 575 1
1684 2175 1
1684 2902 1
1684 2583 1
1684 1278 1
1684 242 1
2175 2829 1
2175 805 1
2175 1396 1
2175 340 1
1285 1446 1
1285 2456 1
1285 1106 1
1285 1450 1
1446 2966 1
1446 403 1
1446 2585 1
1446 947 1
1286 2314 1
1286 1192 1
1286 1163 1
1286 1681 1
1286 421 1
2314 1178 1
2314 133 1
2314 1309 1
2314 2447 1
1914 2408 1
1914 2194 1
1914 803 1
1914 2373 1
1914 2617 1
2408 203 1
2408 1675 1
2408 1533 1
1946 2589 1
1946 718 1
1946 2838 1
1946 2811 1
1946 633 1
2589 2535 1
2589 1492 1
2589 937 1
2589 247 1
788 1808 1
788 1128 1
788 2004 1
788 2450 1
788 2359 1
1808 2139 1
1808 1417 1
1808 406 1
1808 1403 1
173 2932 1
173 1372 1
173 2739 1
173 2352 1
173 2024 1
2932 678 1
2932 2136 1
2932 1751 1
2932 1760 1
964 1970 1
964 2656 1
964 2573 1
964 556 1
964 1589 1
1970 2266 1
1970 2928 1
1970 886 1
1970 1936 1
308 2339 1
308 2759 1
308 67 1
308 883 1
308 631 1
2339 851 1
2339 2835 1
2339 452 1
2339 2663 1
1464 2027 1
1464 1054 1
1464 2642 1
1464 1114 1
1464 2601 1
2027 1017 1
2027 2600 1
2027 371 1
2027 2510 1
1107 2958 1
1107 936 1
1107 2033 1
1107 688 1
1107 191 1
2958 587 1
2958 2856 1
2958 2304 1
2958 1755 1
1726 2707 1
1726 1969 1
1726 2455 1
1726 1885 1
1726 1079 1
2707 85 1
2707 2449 1
2707 907 1
2707 135 1
1041 2604 1
1041 1928 1
1041 1793 1
1041 1416 1
1041 2531 1
2604 2824 1
2604 2015 1
2604 375 1
2604 879 1
442 1521 1
442 1185 1
442 491 1
442 2477 1
442 2723 1
1521 1944 1
1521 2673 1
1521 2120 1
1521 2859 1
184 2983 1
184 369 1
184 2436 1
184 1123 1
184 2484 1
2983 1777 1
2983 1459 1
2983 1881 1
2983 446 1
220 915 1
220 2448 1
220 206 1
220 2507 1
1899 2369 1
1899 146 1
1899 33 1
1899 2579 1
1899 2501 1
2369 306 1
2369 1611 1
2369 383 1
2369 2674 1
101 999 1
101 648 1
101 1281 1
101 1457 1
101 1880 1
999 1130 1
999 2532 1
999 1960 1
999 417 1
876 2167 1
876 2329 1
876 1881 1
876 867 1
1530 2768 1
1530 437 1
1530 2322 1
1530 1206 1
1530 1677 1
2768 162 1
2768 84 1
2768 2745 1
2768 610 1
1074 1734 1
1074 290 1
1074 2684 1
1074 2576 1
1074 2493 1
1734 342 1
1734 1717 1
1734 56 1
1734 1229 1
145 776 1
145 2155 1
145 1484 1
145 1578 1
145 2251 1
776 1923 1
776 2732 1
776 2481 1
776 2649 1
392 2868 1
392 1709 1
392 2584 1
392 2869 1
392 130 1
2868 1518 1
2868 2966 1
2868 2708 1
2868 1632 1
2411 2931 1
2411 1661 1
2411 2838 1
2411 359 1
2411 1967 1
2931 958 1
2931 1122 1
2931 1012 1
2931 2657 1
1555 2717 1
1555 235 1
1555 1951 1
1555 808 1
1555 1728 1
2717 163 1
2717 1069 1
2717 2208 1
2717 116 1
879 2168 1
879 2513 1
879 301 1
879 406 1
2168 745 1
2168 224 1
2168 1316 1
2168 1874 1
2212 2492 1
2212 1616 1
2212 2761 1
2212 2624 1
2212 2386 1
2492 2035 1
2492 897 1
2492 1766 1
2492 379 1
1419 2792 1
1419 102 1
1419 548 1
1419 334 1
1419 1816 1
2792 2267 1
2792 2746 1
2792 61 1
2792 2503 1
450 715 1
450 2690 1
450 283 1
450 2450 1
450 1778 1
715 2720 1
715 239 1
715 2141 1
715 1511 1
1661 2325 1
1661 2496 1
1661 2377 1
1661 1603 1
2325 1693 1
2325 1415 1
2325 2029 1
2325 405 1
1370 1624 1
1370 685 1
1370 7 1
1370 2195 1
1624 1527 1
1624 899 1
1624 1217 1
1624 742 1
483 1535 1
483 1465 1
483 2571 1
483 1385 1
483 2037 1
1535 2355 1
1535 2597 1
1535 769 1
1535 688 1
1854 2905 1
1854 824 1
1854 337 1
1854 2387 1
1854 1313 1
2905 2069 1
2905 38 1
2905 15 1
2905 272 1
343 1003 1
343 2302 1
343 2652 1
343 913 1
343 295 1
1003 1788 1
1003 1365 1
1003 1743 1
1003 2041 1
1310 2741 1
1310 2859 1
1310 2469 1
1310 1640 1
1310 427 1
2741 197 1
2741 408 1
2741 1496 1
2741 1484 1
2191 2261 1
2191 2024 1
2191 1628 1
2191 1826 1
2261 2362 1
2261 157 1
2261 2124 1
2261 662 1
1284 1291 1
1284 1977 1
1284 2023 1
1284 1027 1
1284 840 1
1291 720 1
1291 2738 1
1291 1169 1
1291 979 1
120 436 1
120 869 1
120 27 1
120 57 1
120 956 1
436 663 1
436 1694 1
436 1631 1
376 2348 1
376 1214 1
376 910 1
376 88 1
376 1614 1
2348 2526 1
2348 679 1
2348 2407 1
2348 2630 1
799 2976 1
799 850 1
799 1260 1
799 2256 1
799 241 1
2976 695 1
2976 1268 1
2976 1575 1
2976 2049 1
272 1244 1
272 848 1
272 471 1
272 2011 1
1244 2379 1
1244 557 1
1244 606 1
1244 116 1
2271 2375 1
2271 787 1
2271 979 1
2271 79 1
2271 1816 1
2375 1942 1
2375 302 1
2375 1318 1
970 2040 1
970 1780 1
970 2413 1
970 2091 1
970 566 1
2040 1654 1
2040 529 1
2040 1248 1
2040 1766 1
722 1709 1
722 2850 1
722 1421 1
722 1049 1
722 319 1
1709 536 1
1709 2613 1
1709 1410 1
1095 2974 1
1095 1033 1
1095 2397 1
1095 704 1
2974 1910 1
2974 801 1
2974 2641 1
2974 102 1
412 729 1
412 2145 1
412 2193 1
412 760 1
412 916 1
729 1638 1
729 1451 1
729 1986 1
729 974 1
66 2307 1
66 1064 1
66 312 1
66 1215 1
66 2239 1
2307 614 1
2307 1429 1
2307 2888 1
2307 1449 1
1415 1963 1
1415 2454 1
1415 2435 1
1665 2272 1
1665 253 1
1665 1199 1
1665 1039 1
1665 853 1
2272 2789 1
2272 2965 1
2272 987 1
2272 768 1
1001 2292 1
1001 920 1
1001 703 1
1001 2615 1
1001 1746 1
2292 2363 1
2292 518 1
2292 2377 1
2292 190 1
168 1537 1
168 912 1
168 1997 1
168 1385 1
168 2988 1
1537 1772 1
1537 2867 1
1537 2510 1
1537 244 1
73 2017 1
73 511 1
73 916 1
73 909 1
1738 2033 1
1738 1457 1
1738 348 1
1738 1690 1
1738 2854 1
2033 2296 1
2033 1862 1
2033 2961 1
1122 1764 1
1122 1290 1
1122 864 1
1764 978 1
1764 2910 1
1764 1799 1
1764 2540 1
1304 1512 1
1304 922 1
1304 1582 1
1304 1309 1
1304 2701 1
1512 1786 1
1512 234 1
1512 1393 1
1512 2180 1
1381 1466 1
1381 347 1
1381 18 1
1381 1909 1
1381 1132 1
1466 2623 1
1466 684 1
1466 773 1
1466 1280 1
85 1573 1
85 1682 1
85 1174 1
85 2403 1
1805 2733 1
1805 1912 1
1805 2324 1
1805 571 1
1805 714 1
2733 2392 1
2733 1529 1
2733 2089 1
2733 2783 1
1846 2734 1
1846 1983 1
1846 2199 1
1846 1356 1
1846 518 1
2734 572 1
2734 820 1
2734 1534 1
60 2879 1
60 1020 1
60 35 1
60 2281 1
60 794 1
2879 1091 1
2879 894 1
2879 294 1
2879 190 1
146 819 1
146 1159 1
146 2221 1
146 1704 1
514 605 1
514 271 1
514 1556 1
514 2337 1
514 2438 1
605 576 1
605 733 1
605 127 1
605 423 1
961 1294 1
961 2345 1
961 2270 1
961 2109 1
961 2724 1
1294 115 1
1294 1713 1
1294 329 1
1294 1384 1
1317 2915 1
1317 228 1
1317 2151 1
1317 534 1
1317 1997 1
2915 2823 1
2915 1610 1
2915 1868 1
2915 408 1
854 902 1
854 2753 1
854 281 1
854 2625 1
854 1363 1
902 2383 1
902 1069 1
902 1865 1
902 1656 1
1130 2005 1
1130 771 1
1130 1545 1
1130 580 1
2005 2192 1
2005 2914 1
2005 2334 1
2005 1499 1
221 2194 1
221 1916 1
221 2483 1
221 604 1
221 1226 1
2194 1365 1
2194 432 1
797 1307 1
797 955 1
797 1078 1
797 1014 1
797 1834 1
1307 1814 1
1307 2069 1
1307 1919 1
1307 2211 1
558 796 1
558 135 1
558 923 1
558 2843 1
558 601 1
796 2902 1
796 1797 1
796 134 1
796 1911 1
1457 1582 1
1457 2461 1
1457 115 1
1582 3000 1
1582 155 1
1582 67 1
1939 2985 1
1939 2747 1
1939 2742 1
1939 2052 1
567 2013 1
567 2193 1
567 1980 1
567 2490 1
567 619 1
2013 1863 1
2013 1553 1
2013 746 1
2013 1211 1
2207 2982 1
2207 2553 1
2207 2074 1
2207 693 1
2207 2006 1
2982 601 1
2982 723 1
2982 276 1
2982 1513 1
378 2262 1
378 1892 1
378 2731 1
378 985 1
378 25 1
2262 1174 1
2262 1602 1
2262 2582 1
2262 2779 1
2306 2732 1
2306 1813 1
2306 353 1
2306 1678 1
2306 2605 1
2732 2828 1
2732 525 1
2732 1550 1
1919 2286 1
1919 1520 1
1919 2155 1
1919 1981 1
2286 2942 1
2286 1551 1
2286 2772 1
2286 1769 1
1267 1377 1
1267 2134 1
1267 2688 1
1267 1330 1
1377 614 1
1377 2541 1
1377 791 1
1377 360 1
1349 1941 1
1349 449 1
1349 602 1
1349 884 1
1941 1418 1
1941 601 1
1941 878 1
1941 1800 1
485 1607 1
485 1849 1
485 2512 1
485 1013 1
485 274 1
1607 1144 1
1607 2512 1
1607 1350 1
279 684 1
279 2469 1
279 302 1
279 977 1
279 853 1
684 2388 1
684 929 1
684 2099 1
439 2659 1
439 2086 1
439 28 1
439 2777 1
439 208 1
2659 75 1
2659 2658 1
2659 2103 1
2659 1633 1
2398 2671 1
2398 1619 1
2398 2609 1
2398 2244 1
2398 707 1
2671 898 1
2671 1590 1
2671 1351 1
2671 1256 1
779 2956 1
779 1871 1
779 896 1
779 1985 1
779 283 1
2956 1863 1
2956 1877 1
2956 894 1
2956 1393 1
476 1723 1
476 665 1
476 1780 1
476 360 1
476 1511 1
1723 774 1
1723 2791 1
1723 1271 1
1723 893 1
177 1612 1
177 250 1
177 216 1
177 2123 1
177 1921 1
1612 1645 1
1612 346 1
1612 1545 1
1612 851 1
22 506 1
22 2503 1
22 524 1
22 634 1
22 1241 1
506 1347 1
506 2154 1
506 654 1
506 1403 1
88 2028 1
88 367 1
88 1238 1
88 1417 1
2028 2193 1
2028 2749 1
2028 2666 1
2028 2289 1
942 2317 1
942 951 1
942 2004 1
942 2736 1
942 2856 1
2317 2199 1
2317 160 1
2317 1197 1
2317 974 1
1226 1847 1
1226 282 1
1226 2293 1
1226 52 1
1847 1616 1
1847 1580 1
1847 1905 1
405 917 1
405 2810 1
405 2305 1
405 1167 1
917 2560 1
917 2852 1
917 422 1
917 2092 1
976 1672 1
976 841 1
976 790 1
976 342 1
976 923 1
1672 1569 1
1672 155 1
1672 2320 1
1672 2245 1
1849 1160 1
1849 2881 1
1849 1746 1
1849 2788 1
774 103 1
774 381 1
774 354 1
774 2908 1
1917 2869 1
1917 598 1
1917 209 1
1917 1483 1
1917 2831 1
2869 2882 1
2869 603 1
2869 1456 1
1623 2422 1
1623 1150 1
1623 2727 1
1623 176 1
1623 2542 1
2422 2419 1
2422 2949 1
2422 1725 1
2422 1281 1
1640 1837 1
1640 2048 1
1640 2778 1
1640 541 1
1837 2062 1
1837 2722 1
1837 2701 1
1837 801 1
2407 2504 1
2407 1144 1
2407 2421 1
2407 1506 1
2504 70 1
2504 662 1
2504 277 1
2504 1625 1
533 2499 1
533 2947 1
533 812 1
533 1610 1
533 922 1
2499 2347 1
2499 544 1
2499 1928 1
89 573 1
89 746 1
89 2829 1
89 2814 1
89 1380 1
573 1641 1
573 2001 1
573 2498 1
573 1606 1
1663 2989 1
1663 2980 1
1663 2370 1
1663 1072 1
1663 1399 1
2989 329 1
2989 97 1
2989 2839 1
2989 2945 1
386 759 1
386 1621 1
386 1990 1
386 2557 1
386 2180 1
759 2277 1
759 1016 1
759 656 1
759 866 1
65 1347 1
65 491 1
65 109 1
65 599 1
65 941 1
1347 2101 1
1347 1318 1
1347 1452 1
431 1441 1
431 1080 1
431 2853 1
431 1574 1
431 535 1
1441 2730 1
1441 758 1
1441 711 1
1441 413 1
787 2435 1
787 1509 1
787 1702 1
787 2795 1
322 1683 1
322 1375 1
322 2946 1
322 914 1
322 969 1
1683 99 1
1683 1760 1
1683 1766 1
1683 928 1
136 998 1
136 1858 1
136 118 1
136 880 1
136 1164 1
998 2288 1
998 2507 1
998 2618 1
998 546 1
780 2497 1
780 409 1
780 2241 1
780 59 1
780 1418 1
2497 2006 1
2497 1480 1
2497 1739 1
2497 330 1
1788 2487 1
1788 2350 1
1788 1611 1
1788 165 1
36 767 1
36 1026 1
36 581 1
36 2911 1
36 1411 1
767 151 1
767 475 1
767 1436 1
767 10 1
1178 1958 1
1178 2993 1
1178 16 1
1178 604 1
1088 2505 1
1088 2071 1
1088 1501 1
1088 2547 1
1088 1078 1
2505 98 1
2505 1827 1
2505 2620 1
2505 785 1
150 2222 1
150 2840 1
150 440 1
150 1196 1
150 1748 1
2222 936 1
2222 1654 1
2222 183 1
2222 275 1
528 2811 1
528 584 1
528 928 1
528 875 1
528 1096 1
2811 2412 1
2811 2029 1
2811 2300 1
1786 1865 1
1786 1798 1
1786 1213 1
1786 2204 1
765 805 1
765 2467 1
765 1671 1
765 459 1
765 1228 1
805 1015 1
805 179 1
805 430 1
316 713 1
316 260 1
316 1477 1
316 27 1
316 2153 1
713 1224 1
713 820 1
713 2719 1
713 2840 1
1613 2363 1
1613 148 1
1613 1351 1
1613 1475 1
1613 1677 1
2363 1270 1
2363 1765 1
2363 495 1
720 1767 1
720 16 1
720 1427 1
720 53 1
429 2805 1
429 466 1
429 1414 1
429 435 1
429 2696 1
2805 2164 1
2805 2637 1
2805 925 1
2805 2374 1
1192 1 1
1192 2599 1
1192 1071 1
364 2861 1
364 2907 1
364 2318 1
364 1087 1
364 1126 1
2861 1637 1
2861 469 1
2861 1229 1
2861 142 1
1157 2726 1
1157 2137 1
1157 209 1
1157 939 1
1157 1811 1
2726 2999 1
2726 1060 1
2726 2742 1
2726 680 1
35 1868 1
35 2556 1
35 163 1
35 2187 1
1868 2298 1
1868 2920 1
1868 553 1
460 1108 1
460 176 1
460 2820 1
460 2670 1
460 1741 1
1108 2596 1
1108 2356 1
1108 1352 1
1108 290 1
151 2148 1
151 966 1
151 1329 1
151 2923 1
1560 2621 1
1560 1249 1
1560 1471 1
1560 2892 1
1560 1085 1
2621 1527 1
2621 2185 1
2621 2785 1
2621 451 1
978 1219 1
978 849 1
978 1597 1
978 1352 1
1219 2781 1
1219 1239 1
1219 983 1
1219 2591 1
892 1933 1
892 2538 1
892 561 1
892 2446 1
892 1755 1
1933 2841 1
1933 1649 1
1933 2802 1
1933 407 1
1138 306 1
1138 425 1
1138 2538 1
1138 2843 1
307 1014 1
307 2047 1
307 1670 1
307 2527 1
307 717 1
1014 2037 1
1014 705 1
1014 373 1
1289 1340 1
1289 1573 1
1289 358 1
1289 956 1
1289 82 1
1340 1478 1
1340 47 1
1340 286 1
1340 80 1
515 1165 1
515 539 1
515 517 1
515 1995 1
515 520 1
1165 1056 1
1165 2498 1
1165 1094 1
1165 718 1
1573 2878 1
1573 368 1
1372 2277 1
1372 125 1
1372 2981 1
1372 800 1
2277 574 1
2277 1930 1
2277 1718 1
1657 2904 1
1657 906 1
1657 2481 1
1657 1028 1
1657 694 1
2904 2858 1
2904 1698 1
2904 1394 1
2904 967 1
67 2466 1
67 108 1
67 1422 1
2466 1254 1
2466 2161 1
2466 911 1
2466 2944 1
1390 2331 1
1390 2927 1
1390 338 1
1390 368 1
1390 726 1
2331 2359 1
2331 1909 1
2331 916 1
2331 2446 1
1154 2320 1
1154 2537 1
1154 498 1
1154 648 1
1154 895 1
2320 187 1
2320 2842 1
2320 2173 1
1025 1644 1
1025 997 1
1025 244 1
1025 1392 1
1025 336 1
1644 2522 1
1644 565 1
1644 1257 1
1644 346 1
2553 328 1
2553 2295 1
2553 1978 1
2553 2751 1
761 1571 1
761 2606 1
761 1121 1
761 2416 1
761 287 1
1571 2462 1
1571 1378 1
1571 1740 1
1571 2188 1
143 246 1
143 711 1
143 398 1
143 2672 1
143 1435 1
246 1851 1
246 423 1
246 2400 1
246 2769 1
1552 2329 1
1552 639 1
1552 1798 1
1552 1729 1
1552 1905 1
2329 1667 1
2329 1551 1
2329 1853 1
900 2403 1
900 1791 1
900 2391 1
900 2600 1
900 1983 1
2403 2939 1
2403 1440 1
2403 1853 1
960 2454 1
960 1893 1
960 2484 1
960 339 1
960 1487 1
2454 2994 1
2454 55 1
2454 1002 1
1027 1461 1
1027 1503 1
1027 1250 1
1027 1104 1
1461 1916 1
1461 812 1
1461 478 1
1461 1536 1
1262 2267 1
1262 2602 1
1262 2122 1
1262 2340 1
1262 1194 1
2267 1104 1
2267 702 1
2267 2380 1
211 2595 1
211 2718 1
211 2900 1
211 1938 1
211 1879 1
2595 2060 1
2595 2912 1
2595 2711 1
2595 1949 1
773 1810 1
773 1531 1
773 2273 1
1810 71 1
1810 1864 1
1810 1438 1
1810 1193 1
570 727 1
570 891 1
570 521 1
570 1736 1
570 1834 1
727 1848 1
727 540 1
727 1522 1
727 475 1
1886 2619 1
1886 838 1
1886 2416 1
1886 1604 1
1886 2507 1
2619 264 1
2619 3 1
2619 1149 1
2619 1191 1
49 2947 1
49 2639 1
49 349 1
49 2231 1
49 2517 1
2947 745 1
2947 670 1
2947 1633 1
1641 444 1
1641 1339 1
1641 215 1
1641 2318 1
406 1006 1
406 1594 1
406 247 1
1006 351 1
1006 2393 1
1006 388 1
1006 2016 1
248 1063 1
248 501 1
248 2590 1
248 2936 1
248 721 1
1063 15 1
1063 963 1
1063 1839 1
1063 2373 1
1872 2842 1
1872 2575 1
1872 985 1
1872 2081 1
1872 2928 1
2842 2920 1
2842 368 1
2842 1546 1
148 695 1
148 1026 1
148 2020 1
148 1816 1
264 778 1
264 2067 1
264 349 1
264 287 1
778 1863 1
778 2264 1
778 550 1
778 1636 1
954 959 1
954 1164 1
954 2625 1
954 932 1
954 2554 1
959 2901 1
959 1883 1
959 611 1
959 51 1
2177 2660 1
2177 2099 1
2177 1658 1
2177 111 1
2177 2973 1
2660 438 1
2660 2934 1
2660 2687 1
2660 2129 1
90 1379 1
90 1855 1
90 304 1
90 2684 1
90 579 1
1379 2345 1
1379 1338 1
1379 1465 1
1379 1324 1
463 1890 1
463 2674 1
463 1554 1
463 1964 1
463 2322 1
1890 657 1
1890 1024 1
1890 2079 1
2419 1218 1
2419 689 1
2419 2082 1
2419 644 1
1667 1697 1
1667 340 1
1667 2123 1
1667 1725 1
615 2927 1
615 1079 1
615 448 1
615 1440 1
615 995 1
2927 864 1
2927 705 1
2927 2406 1
2117 2794 1
2117 1957 1
2117 1651 1
2117 2080 1
2117 1327 1
2794 1200 1
2794 2697 1
2794 250 1
2794 1752 1
2392 1778 1
2392 2748 1
2392 795 1
2392 195 1
2552 2722 1
2552 2866 1
2552 2541 1
2552 766 1
2552 2461 1
2722 2930 1
2722 1161 1
2722 812 1
351 2359 1
351 2898 1
351 1852 1
351 2925 1
2359 1406 1
2359 2946 1
1376 2759 1
1376 443 1
1376 1033 1
1376 1625 1
1376 74 1
2759 1198 1
2759 1011 1
2759 401 1
39 781 1
39 872 1
39 1976 1
39 731 1
39 1769 1
781 318 1
781 1136 1
781 2044 1
781 651 1
1247 2874 1
1247 1268 1
1247 1942 1
1247 832 1
1247 809 1
2874 1264 1
2874 2975 1
2874 956 1
2874 2087 1
166 327 1
166 2235 1
166 2404 1
166 1841 1
166 2570 1
327 29 1
327 1950 1
327 1994 1
327 1083 1
1413 1631 1
1413 141 1
1413 2412 1
1413 1216 1
1413 1812 1
1631 2972 1
1631 1120 1
1631 2878 1
1578 1698 1
1578 2290 1
1578 44 1
1578 2274 1
1698 2166 1
1698 295 1
1698 240 1
2789 224 1
2789 71 1
2789 710 1
2789 2265 1
1353 2748 1
1353 2752 1
1353 1718 1
1353 2775 1
1353 384 1
2748 1366 1
2748 1246 1
2748 1907 1
2067 2923 1
2067 217 1
2067 2111 1
2067 1139 1
914 1129 1
914 2221 1
914 1176 1
914 2361 1
1129 2834 1
1129 2513 1
1129 1767 1
1129 2618 1
324 1852 1
324 1402 1
324 1019 1
324 1000 1
324 1255 1
1852 1016 1
1852 1739 1
1852 1292 1
122 2886 1
122 1676 1
122 633 1
122 2170 1
122 1182 1
2886 1696 1
2886 1893 1
1646 2512 1
1646 2072 1
1646 2409 1
1646 2048 1
1646 1011 1
2512 656 1
2512 1700 1
1283 2460 1
1283 872 1
1283 372 1
1283 2818 1
1283 345 1
2460 555 1
2460 1793 1
2460 2160 1
2460 1758 1
2538 531 1
2538 2436 1
2538 1649 1
404 2720 1
404 2723 1
404 422 1
404 1585 1
404 2681 1
2720 522 1
2720 2896 1
2720 390 1
522 2712 1
522 789 1
522 775 1
522 2204 1
2712 735 1
2712 395 1
2712 2324 1
2712 1092 1
1040 2409 1
1040 628 1
1040 2816 1
1040 1458 1
1040 2186 1
2409 1569 1
2409 738 1
2409 2427 1
1375 2309 1
1375 2852 1
1375 521 1
1375 245 1
2840 2253 1
2840 2880 1
2840 990 1
620 803 1
620 855 1
620 1957 1
620 502 1
620 2663 1
803 730 1
803 290 1
803 2074 1
661 1595 1
661 2756 1
661 2885 1
661 1477 1
1595 755 1
1595 1990 1
1595 1473 1
1595 671 1
57 397 1
57 1133 1
57 2761 1
397 979 1
397 124 1
397 1334 1
397 1520 1
224 1273 1
224 2372 1
224 2051 1
1330 2656 1
1330 1930 1
1330 288 1
2656 2914 1
2656 2969 1
2656 2243 1
657 354 1
657 1718 1
657 862 1
657 17 1
306 2577 1
306 1840 1
306 123 1
1080 2710 1
1080 2032 1
1080 2566 1
1080 1424 1
2710 680 1
2710 617 1
2710 432 1
2710 2620 1
735 2149 1
735 365 1
735 2585 1
2471 2975 1
2471 2124 1
2471 1969 1
2471 1009 1
2471 2186 1
2975 255 1
2975 673 1
2975 2181 1
1858 1203 1
1858 1730 1
1858 1664 1
1858 863 1
342 107 1
342 1703 1
342 2091 1
1878 2875 1
1878 953 1
1878 853 1
1878 4 1
1878 20 1
2875 1403 1
2875 2427 1
2875 1118 1
2875 2591 1
202 1202 1
202 245 1
202 728 1
202 1669 1
202 546 1
1202 2347 1
1202 707 1
1202 534 1
1202 598 1
2795 2405 1
2795 1329 1
2795 1102 1
2252 2564 1
2252 2790 1
2252 2862 1
2252 830 1
2252 102 1
2564 2198 1
2564 1981 1
2564 1989 1
2564 2056 1
791 1974 1
791 517 1
791 1870 1
791 1564 1
1974 1964 1
1974 2822 1
1974 537 1
1974 2561 1
906 2715 1
906 1173 1
906 2673 1
906 371 1
2715 850 1
2715 2838 1
2715 1085 1
2715 1893 1
2567 1344 1
2567 1502 1
2567 2965 1
2567 2420 1
117 1737 1
117 418 1
117 1402 1
117 2501 1
117 2738 1
1737 50 1
1737 634 1
1737 2576 1
1737 2144 1
55 859 1
55 287 1
55 385 1
55 756 1
859 766 1
859 2415 1
859 2747 1
584 1617 1
584 1819 1
584 2668 1
584 2899 1
1617 438 1
1617 2755 1
